"NO","ROI_ID","SampleID","SI","Amplitude","1H(CS)","13C(CS)","1H(LW)","13C(LW)","Designate_vPC"
5852,"ROI319","Do5.1","26",3447420.91,2.313,30.64,20,20,"vPC155"
5853,"ROI131","Do6.1","27",3446316.92,5.333,128.95,19.2,20,"vPC138"
5856,"ROI27","Dc5.2","33",3444769.67,1.281,32.79,16.7,20,"vPC162"
5857,"ROI39","Dn5.3","78",3444536.04,3.792,56.6,20,20,"vPC48"
5858,"ROI51","Do4.3","83",3444185.87,3.601,63.9,5,20,"vPC100"
5859,"ROI132","Do5.1","26",3442006.08,5.343,130.71,20,20,"vPC149"
5860,"ROI25","Dn4.1","19",3441967.24,2.053,27.98,20,20,"vPC42"
5861,"ROI26","Do5.2","55",3441914.51,1.328,30.58,20,20,"vPC164"
5862,"ROI39","Dn2.2","46",3440701.85,3.789,56.58,20,20,"vPC48"
5863,"ROI9","Dn3.1","18",3439699.62,1.011,19.7,20,20,"vPC61"
5864,"ROI453","Df1.3","70",3439070.99,3.68,72.14,20,20,"vPC199"
5865,"ROI296","Df2.2","42",3917929,3.941,70.5,20,20,"vPC225"
5866,"ROI56","Do4.3","83",3435280.89,3.498,64.34,20,20,"vPC21"
5867,"ROI14","Dd3.1","7",3434095.74,0.86,20.02,19.8,13,"vPC179"
5868,"ROI37","Dn1.1","16",3433039.73,3.213,54.65,5,16.7,"vPC119"
5869,"ROI56","Dc1.3","58",3432533.77,3.491,65.65,8.8,20,"vPC55"
5870,"ROI295","Df4.3","73",3431953.21,3.859,72.18,16.4,20,"vPC157"
5871,"ROI377","Dd1.3","63",3428381.68,3.497,77.76,17.9,20,"vPC114"
5872,"ROI51","Dd6.3","68",3428322.41,3.602,63.76,5,20,"vPC100"
5873,"ROI58","Do5.1","26",4009823.31,4.012,64.55,16.5,20,"vPC94"
5875,"ROI26","Dn2.3","75",3427020.19,1.358,30.49,20,20,"vPC74"
5876,"ROI81","Dc5.3","62",3425717.43,3.377,73.62,13.5,5,"vPC28"
5877,"ROI4","Dn6.2","50",3425413.28,0.892,14.392,20,20,"vPC53"
5878,"ROI56","Dc3.3","60",3425186.43,3.492,65.66,10.4,20,"vPC55"
5879,"ROI29","Dc1.3","58",3424569.06,2.263,35.21,20,9.8,"vPC117"
5881,"ROI131","Df2.1","13",3421674.35,5.333,128.95,19.2,20,"vPC138"
5882,"ROI309","Df2.2","42",3420178.1,4.5,100.24,20,12.2,"vPC217"
5883,"ROI39","Dd1.1","5",3419271.51,3.761,56.56,20,20,"vPC33"
5884,"ROI14","Dc5.2","33",3418694.03,0.856,20.02,17.3,18.3,"vPC179"
5885,"ROI39","Dd1.2","34",3418352.11,3.767,56.53,20,20,"vPC33"
5886,"ROI106","Dn1.3","74",3418072.3,3.769,82.91,18.1,5,"vPC80"
5887,"ROI37","Dd2.1","6",3417415.1,3.191,54.58,5,17,"vPC159"
5891,"ROI51","Dd1.2","34",3412921.14,3.665,63.72,5,20,"vPC110"
5892,"ROI14","Dd3.3","65",3412755.74,0.859,20.02,20,13.6,"vPC179"
5893,"ROI425","Dn4.3","77",3412543.06,0.962,15.57,20,20,"vPC249"
5896,"ROI127","Dd3.2","36",3410530.5,6.958,122.71,20,9.9,"vPC96"
5897,"ROI50","Dc1.1","0",5723874.02,3.673,65.64,9.6,9.9,"vPC58"
5898,"ROI37","Dd3.3","65",3408271.96,3.22,54.55,7.7,19.7,"vPC60"
5899,"ROI27","Dc4.3","61",3407422.23,1.282,32.8,16.1,20,"vPC162"
5900,"ROI39","Do5.3","84",3407229.88,3.852,56.66,20,20,"vPC84"
5901,"ROI27","Dn3.3","76",3407207.41,1.282,32.87,20,20,"vPC162"
5902,"ROI52","Dd4.3","66",3406994.39,3.585,64.31,16.1,13.3,"vPC49"
5904,"ROI94","Df3.1","14",4103116.34,3.265,77.66,18,20,"vPC109"
5905,"ROI37","Dd3.2","36",3405992.67,3.22,54.55,8.3,17.7,"vPC60"
5906,"ROI47","Dn5.3","78",3405856.18,3.716,61.99,5,5,"vPC95"
5908,"ROI295","Df4.1","15",3403614.31,3.86,72.18,16.3,20,"vPC157"
5909,"ROI77","Dc1.3","58",3403601.39,3.752,74.39,5,20,"vPC250"
5910,"ROI87","Dn2.1","17",3403309.13,3.164,74.88,19.7,20,"vPC233"
5912,"ROI77","Do1.3","80",3402771.24,3.731,74.39,5,6.3,"vPC22"
5913,"ROI45","Dd5.1","9",3400691.92,3.801,62.75,19.3,5,"vPC130"
5914,"ROI51","Dd2.2","35",3399819.84,3.66,63.81,5.2,20,"vPC110"
5915,"ROI12","Do4.2","54",3398849.97,0.929,19.14,18.5,20,"vPC251"
5916,"ROI82","Dd4.3","66",3398841.56,3.436,72.96,5,5,"vPC111"
5917,"ROI80","Dc4.3","61",4021580.94,3.312,71.69,9.8,20,"vPC40"
5918,"ROI73","Dc3.2","31",3398078.82,3.799,71.63,5,20,"vPC47"
5919,"ROI28","Df4.1","15",3696934.72,2.313,34.88,20,13.8,"vPC76"
5921,"ROI39","Dc3.3","60",3397016.33,3.717,56.54,20,20,"vPC252"
5922,"ROI26","Df1.2","41",3395826.37,1.297,30.22,11.8,20,"vPC78"
5923,"ROI45","Dn1.2","45",3394587.22,3.802,62.7,7.3,5,"vPC130"
5924,"ROI127","Dd7.1","11",3394245.09,6.957,122.78,20,6.1,"vPC96"
5925,"ROI87","Df2.2","42",3394161.87,3.193,74.98,20,20,"vPC131"
5926,"ROI87","Df1.3","70",4207022.47,3.198,74.97,20,20,"vPC131"
5927,"ROI27","Dc4.1","3",3390478.4,1.283,32.81,16.6,20,"vPC162"
5928,"ROI39","Dc5.2","33",3390272.27,3.88,56.43,20,20,"vPC124"
5929,"ROI37","Do7.2","57",3389715.59,3.217,54.57,5.4,10.6,"vPC119"
5930,"ROI106","Dd6.3","68",3388626.58,3.791,83.52,5,5,"vPC143"
5931,"ROI301","Df2.3","71",3387542.66,3.401,79.22,20,20,"vPC215"
5932,"ROI127","Dd7.2","40",3387481.18,6.957,122.77,20,7.2,"vPC96"
5933,"ROI27","Do4.2","54",3386626.46,1.31,32.48,20,20,"vPC198"
5934,"ROI92","Dn2.1","17",3386290.88,3.386,77.78,19.4,20,"vPC29"
5936,"ROI49","Dd7.3","69",3384496.33,3.74,64.04,9.6,20,"vPC188"
5937,"ROI378","Dd3.2","36",4423298.81,3.883,62.12,19.3,5,"vPC126"
5938,"ROI14","Do3.3","82",3384236.37,0.858,20.01,17.2,13.4,"vPC179"
5939,"ROI67","Dd5.3","67",3382943.92,3.78,69.18,6.2,16.9,"vPC196"
5940,"ROI27","Df2.1","13",3380198.96,1.281,32.83,20,20,"vPC162"
5941,"ROI51","Df3.3","72",3380150.24,3.662,63.75,5,20,"vPC110"
5942,"ROI39","Dn2.3","75",3379902.46,3.853,56.7,20,8.6,"vPC84"
5943,"ROI37","Dn1.2","45",3378827.76,3.21,54.66,5,20,"vPC119"
5945,"ROI67","Dd1.3","63",3378091.53,3.774,69.18,5,19.2,"vPC196"
5946,"ROI132","Dc3.2","31",3375589.5,5.339,130.73,18.8,20,"vPC149"
5947,"ROI67","Dd5.1","9",3375433.43,3.78,69.18,6.4,20,"vPC196"
5948,"ROI296","Df2.2","42",3375043.76,3.938,71.99,11.1,7.7,"vPC227"
5949,"ROI334","Dn6.3","79",3373118.7,0.94,20.86,20,20,"vPC221"
5950,"ROI47","Df3.2","43",3371737.89,3.715,61.96,5,5,"vPC95"
5953,"ROI58","Dc1.2","29",3369653.62,4.028,64.4,9.7,10.6,"vPC63"
5954,"ROI25","Do1.1","22",3369605.75,2.027,27.95,20,20,"vPC213"
5955,"ROI51","Dn1.1","16",3367612.59,3.672,63.75,5,20,"vPC110"
5956,"ROI19","Dn3.3","76",3367572,1.316,23.54,20,20,"vPC128"
5957,"ROI28","Do6.1","27",3366654.03,2.343,34.91,20,20,"vPC145"
5958,"ROI26","Dn1.1","16",3365300.73,1.354,30.51,20,20,"vPC74"
5959,"ROI47","Dn3.2","47",3364305.98,3.728,61.96,16.3,20,"vPC19"
5960,"ROI37","Do4.2","54",3363702.02,3.233,54.55,5,20,"vPC60"
5961,"ROI14","Dd3.2","36",3362489.3,0.859,20.02,20,18.9,"vPC179"
5962,"ROI127","Dd7.3","69",3362478.64,6.957,122.79,20,7.2,"vPC96"
5963,"ROI73","Do7.3","86",3361712.37,3.818,71.6,8.4,20,"vPC158"
5965,"ROI28","Do6.3","85",3361240.28,2.346,34.88,20,20,"vPC145"
5966,"ROI56","Dc1.1","0",3361014.41,3.477,65.64,8.7,20,"vPC133"
5967,"ROI39","Dd7.3","69",3360735.01,3.726,56.49,20,20,"vPC252"
5970,"ROI141","Dn6.3","79",3358992.22,1.09,22.59,11.1,20,"vPC121"
5971,"ROI27","Dc2.1","1",4389118.24,1.299,32.52,20,20,"vPC198"
5972,"ROI50","Dn1.1","16",3358481.27,3.66,64.49,7.7,7.9,"vPC85"
5973,"ROI39","Df3.1","14",3358108.92,3.892,56.69,20,20,"vPC254"
5974,"ROI27","Do4.3","83",3357221.37,1.31,32.49,20,20,"vPC198"
5975,"ROI128","Dd5.2","38",3357081.57,7.242,130.46,20,16.3,"vPC210"
5978,"ROI37","Dd2.3","64",3355997.81,3.192,54.57,5,17,"vPC159"
5979,"ROI181","Dn3.3","76",4256390.62,4.251,104.21,20,20,"vPC204"
5980,"ROI19","Dd2.1","6",3355601.65,1.314,23.51,20,20,"vPC128"
5981,"ROI507","Df3.2","43",3953625.1,3.265,77.66,19.1,20,"vPC109"
5982,"ROI56","Df4.3","73",3355430.01,3.477,65.67,8.8,20,"vPC133"
5983,"ROI4","Dn6.1","21",3352618.97,0.893,14.389,20,20,"vPC53"
5986,"ROI56","Df2.3","71",3350894.26,3.488,65.67,10.7,20,"vPC55"
5987,"ROI87","Dn4.3","77",3348438.03,3.174,74.85,17.7,20,"vPC233"
5988,"ROI45","Dc4.1","3",3347135.52,3.843,62.62,5,19.9,"vPC64"
5989,"ROI39","Dn5.1","20",3347051.78,3.854,56.73,20,20,"vPC84"
5990,"ROI19","Dd4.3","66",3346145.71,1.311,23.51,20,20,"vPC128"
5991,"ROI19","Dn3.1","18",3343418.82,1.316,23.54,20,20,"vPC128"
5992,"ROI26","Dn3.2","47",3343327.62,1.34,30.45,20,20,"vPC164"
5993,"ROI50","Df2.1","13",3342499.09,3.676,65.67,9.1,20,"vPC58"
5994,"ROI27","Dn3.2","47",3341957.44,1.282,32.87,20,20,"vPC162"
5995,"ROI26","Dc3.3","60",3341704.52,1.32,30.58,20,20,"vPC164"
5996,"ROI128","Dd1.3","63",3339378.48,7.242,130.46,20,15.5,"vPC210"
5998,"ROI56","Df4.1","15",3339101.99,3.477,65.66,9,20,"vPC133"
5999,"ROI284","Df2.1","13",3338550.58,2.442,39.22,20,20,"vPC239"
6000,"ROI20","Dn2.1","17",3336740.65,1.601,25.86,20,20,"vPC62"
6001,"ROI105","Dd4.1","8",3336583.78,4.019,83.97,8.8,5,"vPC234"
6002,"ROI39","Df3.1","14",3336131.31,3.792,56.57,20,20,"vPC48"
6003,"ROI39","Dc3.1","2",3336124.32,3.716,56.54,20,20,"vPC252"
6004,"ROI9","Dn3.3","76",3332323.27,1.011,19.7,20,20,"vPC61"
6006,"ROI351","Df2.2","42",3331994.28,0.775,16.41,7.2,19.2,"vPC161"
6008,"ROI297","Df3.1","14",3330750.39,3.322,76.36,20,20,"vPC256"
6009,"ROI142","Dn2.3","75",3330461.59,1.134,24.07,10.8,20,"vPC168"
6011,"ROI45","Dn1.1","16",3329868.29,3.801,62.7,6.2,5,"vPC130"
6012,"ROI48","Do1.3","80",3329312.71,3.641,62.66,6.3,20,"vPC97"
6013,"ROI51","Df3.1","14",3328323.15,3.663,63.77,5,20,"vPC110"
6014,"ROI142","Dn2.2","46",3325559.42,1.133,24.07,11.4,20,"vPC168"
6015,"ROI58","Df4.2","44",3325515.13,4.028,64.39,9.3,13.4,"vPC63"
6017,"ROI32","Dd1.1","5",3323459.48,2.768,26.4,17.6,5,"vPC99"
6018,"ROI45","Dn3.3","76",3323257.64,3.801,62.1,16.8,20,"vPC37"
6019,"ROI77","Dd5.1","9",3322635.13,3.721,74.38,16.4,5,"vPC38"
6020,"ROI290","Df3.3","72",3321838.41,4.124,69.67,20,20,"vPC240"
6021,"ROI37","Do4.3","83",3320890.71,3.233,54.55,5,20,"vPC60"
6022,"ROI28","Df4.3","73",3621861.52,2.313,34.88,20,13.3,"vPC76"
6025,"ROI58","Df4.1","15",3319265.71,4.028,64.39,9.5,16.2,"vPC63"
6026,"ROI378","Dd2.2","35",3904651.35,3.882,62.15,15.3,5,"vPC126"
6028,"ROI82","Df2.1","13",3316653.21,3.425,73.02,5,20,"vPC111"
6029,"ROI28","Df1.3","70",3316162.03,2.318,34.87,20,20,"vPC76"
6030,"ROI20","Dn2.2","46",3315940.35,1.601,25.86,20,20,"vPC62"
6031,"ROI39","Dn2.3","75",3315662.39,3.791,56.57,20,20,"vPC48"
6032,"ROI48","Dd4.3","66",3315546.14,3.646,62.58,5,20,"vPC97"
6033,"ROI4","Dn6.3","79",3314941.91,0.892,14.389,20,20,"vPC53"
6034,"ROI19","Dd2.2","35",3314806.82,1.314,23.51,20,20,"vPC128"
6035,"ROI19","Dd1.3","63",3314624.72,1.312,23.51,20,20,"vPC128"
6036,"ROI27","Do4.1","25",3314408.68,1.31,32.49,20,20,"vPC198"
6037,"ROI26","Dc3.1","2",3314228.15,1.32,30.58,20,20,"vPC164"
6038,"ROI104","Dd4.3","66",3313946.09,3.967,83,6.2,5.4,"vPC258"
6039,"ROI55","Dc2.3","59",3313861.55,3.524,64.2,20,20,"vPC41"
6040,"ROI29","Dc1.2","29",3313534.2,2.263,35.21,20,8.9,"vPC117"
6041,"ROI51","Dd1.2","34",3313460.75,3.602,63.73,5.2,20,"vPC100"
6042,"ROI101","Dd3.2","36",3312650.78,4.101,79.12,14.6,16.6,"vPC14"
6043,"ROI37","Do4.1","25",3312410.7,3.233,54.54,5,20,"vPC60"
6044,"ROI313","Df3.2","43",3311026.52,5.2,102.14,9,5.7,"vPC238"
6045,"ROI290","Df3.2","43",3309292.08,4.125,69.66,20,20,"vPC240"
6046,"ROI37","Dd2.2","35",3309238.26,3.192,54.58,5,16.1,"vPC159"
6047,"ROI44","Dn3.1","18",3699647.32,3.881,62.5,15,20,"vPC126"
6048,"ROI19","Dd2.3","64",3307482.19,1.315,23.51,20,20,"vPC128"
6049,"ROI131","Do7.3","86",3307432.62,5.333,128.94,19.9,20,"vPC138"
6050,"ROI507","Df3.3","72",3935946,3.265,77.66,18.5,20,"vPC109"
6051,"ROI142","Dn3.3","76",3306696.96,1.134,24.05,11.3,20,"vPC168"
6052,"ROI77","Dc1.2","29",3306466.88,3.753,74.39,5,20,"vPC250"
6053,"ROI132","Do7.2","57",3306125.32,5.343,130.71,20,20,"vPC149"
6054,"ROI50","Dd3.1","7",3306023.68,3.675,65.67,9,5,"vPC58"
6055,"ROI87","Df3.2","43",3304856.26,3.197,74.98,20,20,"vPC131"
6056,"ROI47","Dc4.1","3",3304800.34,3.71,61.86,5,5,"vPC95"
6057,"ROI50","Dd3.2","36",3304620.94,3.649,65.13,16.9,5,"vPC190"
6058,"ROI378","Dd5.2","38",3303583.21,3.887,62.17,20,5,"vPC126"
6059,"ROI334","Dn6.1","21",3302445.48,0.941,20.86,20,20,"vPC221"
6060,"ROI81","Dn1.1","16",3301919.57,3.377,73.6,5,20,"vPC28"
6061,"ROI51","Dn4.1","19",3301194.97,3.672,63.69,9.1,20,"vPC110"
6063,"ROI39","Dn5.2","49",3300797.33,3.792,56.6,20,20,"vPC48"
6064,"ROI53","Do4.3","83",3299233.46,3.349,49.69,5,8.7,"vPC1"
6065,"ROI379","Dn6.2","50",3298428.3,3.517,66.56,20,20,"vPC186"
6066,"ROI28","Dc5.1","4",3298272.82,2.347,34.75,20,20,"vPC145"
6067,"ROI26","Do5.1","26",3298020.08,1.329,30.59,20,20,"vPC164"
6068,"ROI87","Dn5.2","49",3297560.99,3.168,74.88,20,20,"vPC233"
6069,"ROI51","Df1.2","41",3297014.88,3.602,63.88,5,20,"vPC100"
6070,"ROI275","Df4.2","44",3296891.78,1.904,30.53,20,20,"vPC205"
6071,"ROI51","Df1.3","70",3296729.87,3.601,63.87,5,20,"vPC100"
6072,"ROI320","Do5.2","55",3295893.64,2.359,30.55,20,20,"vPC151"
6073,"ROI68","Do4.3","83",3295583.31,3.85,71.03,7.5,20,"vPC36"
6074,"ROI68","Do4.1","25",3294422.24,3.849,71.03,6.6,20,"vPC36"
6075,"ROI313","Df3.3","72",3293125.94,5.2,102.14,8.8,5,"vPC238"
6076,"ROI58","Do3.1","24",3292490.46,4.032,64.35,7.1,17.3,"vPC63"
6077,"ROI19","Dc1.3","58",3291391.34,1.311,23.5,20,20,"vPC128"
6078,"ROI58","Df4.3","73",3290890.71,4.028,64.39,9,15.6,"vPC63"
6079,"ROI46","Dd2.1","6",3290442.07,3.798,62.72,5.2,5,"vPC130"
6081,"ROI20","Do4.2","54",3289718.49,1.623,25.82,17.3,20,"vPC247"
6083,"ROI26","Dn3.3","76",3288970.97,1.34,30.44,20,20,"vPC164"
6084,"ROI142","Dn3.2","47",3287183.35,1.134,24.05,10.9,20,"vPC168"
6085,"ROI39","Dd3.1","7",3286879.26,3.728,56.44,20,20,"vPC252"
6086,"ROI58","Dd3.3","65",3286003.18,4.029,64.37,8.8,16,"vPC63"
6087,"ROI105","Dd4.2","37",3284757.64,4.019,83.97,8.7,9.7,"vPC234"
6088,"ROI334","Dn6.2","50",3284619.7,0.94,20.87,20,20,"vPC221"
6089,"ROI37","Dn1.3","74",3284433.64,3.211,54.68,5,10.8,"vPC119"
6090,"ROI310","Df3.1","14",3284331.96,4.85,102.73,7.6,7.1,"vPC259"
6092,"ROI28","Dd7.2","40",3281800.07,2.318,34.85,20,20,"vPC76"
6093,"ROI106","Dn5.2","49",3281570.85,3.794,83.46,5,5,"vPC143"
6094,"ROI29","Df4.3","73",3281153.49,2.263,35.18,20,11,"vPC117"
6096,"ROI20","Do5.2","55",3280335.79,1.621,25.78,18.8,20,"vPC247"
6097,"ROI9","Do4.2","54",3280121.24,1.002,19.67,9.9,20,"vPC61"
6098,"ROI51","Df3.2","43",3279545.39,3.663,63.77,5,20,"vPC110"
6099,"ROI82","Dd6.3","68",3279239.18,3.434,72.96,5,20,"vPC111"
6100,"ROI425","Dn6.1","21",3278757.58,0.961,15.59,19.9,20,"vPC249"
6101,"ROI284","Df3.3","72",3276821.69,2.442,39.23,20,20,"vPC239"
6102,"ROI20","Dc5.3","62",3276568.23,1.619,25.78,18.3,20,"vPC247"
6103,"ROI20","Dc5.1","4",3276394.8,1.62,25.76,16.7,20,"vPC247"
6104,"ROI18","Df1.2","41",3276343.65,1.51,21.73,20,20,"vPC236"
6105,"ROI313","Df2.1","13",3274885.06,5.201,102.12,9.9,5.3,"vPC238"
6106,"ROI39","Dn2.1","17",3274245.32,3.79,56.58,20,20,"vPC48"
6107,"ROI12","Do4.1","25",3274099.74,0.932,19.13,16.5,20,"vPC251"
6108,"ROI73","Do6.3","85",3273659.31,3.815,71.61,11.4,20,"vPC158"
6109,"ROI50","Do3.3","82",3273434.87,3.647,64.53,9.9,20,"vPC85"
6110,"ROI87","Dn1.3","74",3273125.21,3.213,74.92,20,20,"vPC187"
6111,"ROI19","Dn3.2","47",3272775.53,1.316,23.54,20,20,"vPC128"
6112,"ROI46","Dd2.2","35",3272312.05,3.797,62.72,5,5,"vPC130"
6113,"ROI119","Do3.3","82",3696732.88,5.251,71.61,20,8.3,"vPC246"
6114,"ROI125","Dd1.3","63",3270158.04,7.162,116.29,15.9,5,"vPC123"
6115,"ROI26","Dn1.3","74",3269595.56,1.296,30.27,7.2,20,"vPC78"
6116,"ROI112","Dn3.3","76",3269000.53,4.483,98.05,15.1,20,"vPC6"
6118,"ROI101","Dd3.1","7",3268455.43,4.101,79.11,14.3,15.8,"vPC14"
6119,"ROI25","Dn5.1","20",3267551.24,2.058,27.97,20,20,"vPC42"
6120,"ROI27","Dc4.2","32",3266789.16,1.283,32.81,15.6,20,"vPC162"
6121,"ROI103","Dd3.1","7",3825414.49,3.523,81.27,20,20,"vPC261"
6122,"ROI28","Dd5.1","9",3265961.53,2.314,34.87,20,20,"vPC76"
6123,"ROI29","Df4.2","44",3265801.91,2.264,35.15,20,10.2,"vPC117"
6124,"ROI141","Dn6.2","50",3265420.57,1.09,22.59,11.7,20,"vPC121"
6125,"ROI79","Dc2.3","59",3264575.06,3.353,71.12,5,14.8,"vPC262"
6126,"ROI383","Df3.1","14",3263713.53,3.66,61.77,20,20,"vPC263"
6127,"ROI320","Do5.1","26",3263618.63,2.354,30.66,20,15.7,"vPC151"
6128,"ROI383","Df3.3","72",3263156.85,3.659,61.77,20,20,"vPC263"
6129,"ROI50","Df2.3","71",3260867.92,3.647,64.5,12.8,20,"vPC85"
6131,"ROI68","Do4.2","54",3257639.7,3.851,71.03,7.8,20,"vPC36"
6132,"ROI26","Dn4.2","48",3256358.13,1.296,30.27,5,20,"vPC78"
6133,"ROI9","Dn3.2","47",3256187.64,1.011,19.7,18.1,20,"vPC61"
6134,"ROI28","Dc4.2","32",3255251.66,2.349,34.83,20,20,"vPC145"
6135,"ROI181","Dn3.2","47",4067201.87,4.251,104.21,20,20,"vPC204"
6136,"ROI28","Dc5.2","33",3254113.87,2.346,34.76,20,20,"vPC145"
6137,"ROI45","Do3.1","24",3252307.15,3.842,62.63,5,5,"vPC64"
6138,"ROI378","Dd3.3","65",4239117.56,3.883,62.12,18,5,"vPC126"
6140,"ROI284","Df3.2","43",3249702.27,2.442,39.23,20,20,"vPC239"
6141,"ROI28","Dc4.3","61",3248263.33,2.348,34.84,20,20,"vPC145"
6142,"ROI14","Dc5.3","62",3247514.72,0.855,20.03,16.9,16.9,"vPC179"
6143,"ROI29","Df4.1","15",3247405.45,2.262,35.2,20,11.2,"vPC117"
6144,"ROI142","Dn3.1","18",3247318.87,1.134,24.05,11.1,20,"vPC168"
6145,"ROI44","Dn2.3","75",3246060.5,3.846,62.65,6.6,20,"vPC64"
6148,"ROI37","Dc5.3","62",3244423.67,3.194,54.55,5,8.1,"vPC159"
6149,"ROI32","Dd6.1","10",3244013.68,2.771,26.4,18.3,5,"vPC99"
6150,"ROI25","Dn5.3","78",3243095.91,2.058,27.96,20,20,"vPC42"
6151,"ROI290","Df3.1","14",3243077.86,4.125,69.67,20,20,"vPC240"
6152,"ROI28","Df4.2","44",3534443.05,2.314,34.87,20,12.7,"vPC76"
6154,"ROI79","Dc2.1","1",3241833.31,3.388,71.09,5,10.6,"vPC57"
6155,"ROI79","Dc2.2","30",3239920.39,3.353,71.12,5,13.6,"vPC262"
6156,"ROI19","Df1.1","12",3239321.33,1.313,23.52,20,20,"vPC128"
6157,"ROI25","Dn4.3","77",3237696.82,2.053,27.97,20,20,"vPC42"
6158,"ROI37","Do7.3","86",4919280.8,3.218,54.57,5,12.4,"vPC60"
6159,"ROI48","Do1.2","51",3236149.09,3.641,62.67,5,20,"vPC97"
6160,"ROI26","Dn6.2","50",3236077.74,1.293,30.28,11.8,20,"vPC78"
6162,"ROI67","Dd7.1","11",3235686.96,3.777,69.18,5.3,18.1,"vPC196"
6163,"ROI131","Df2.2","42",3235466.39,5.334,128.95,19.5,20,"vPC138"
6164,"ROI58","Dc1.1","0",3234605.23,4.027,64.4,9,7.8,"vPC63"
6165,"ROI85","Dn6.2","50",3234024.1,3.451,72.94,5,5,"vPC26"
6166,"ROI51","Dn2.3","75",3233759.17,3.604,63.81,10.4,20,"vPC100"
6167,"ROI50","Df4.2","44",3232533.61,3.667,65.66,8.2,20,"vPC135"
6168,"ROI50","Dc1.2","29",3230352.32,3.654,64.53,13,20,"vPC85"
6169,"ROI425","Dn6.2","50",3230314.32,0.961,15.59,20,20,"vPC249"
6170,"ROI49","Do2.3","81",3229640.53,3.735,63.99,8.3,20,"vPC188"
6171,"ROI39","Dn6.1","21",3228509.8,3.812,56.62,20,20,"vPC71"
6172,"ROI27","Df4.1","15",3227370.14,1.275,32.85,20,20,"vPC162"
6173,"ROI28","Df1.2","41",3226729.27,2.319,34.88,20,20,"vPC76"
6174,"ROI425","Dn6.3","79",3226345.03,0.961,15.6,20,20,"vPC249"
6176,"ROI49","Dd1.3","63",3223723.1,3.737,64.04,5,15.1,"vPC188"
6179,"ROI87","Df3.3","72",3221864.47,3.197,74.98,20,20,"vPC131"
6180,"ROI453","Df1.2","41",3221358.64,3.682,72.13,20,20,"vPC199"
6181,"ROI50","Df4.2","44",3221344.91,3.649,64.55,11.3,20,"vPC85"
6182,"ROI276","Df1.3","70",3220375.72,1.937,32.72,20,20,"vPC265"
6184,"ROI26","Df3.1","14",3218684.03,1.297,30.27,10,20,"vPC78"
6185,"ROI132","Df2.1","13",3218180.31,5.344,130.72,20,20,"vPC149"
6186,"ROI128","Dd4.1","8",3215979.57,7.255,130.66,20,13.7,"vPC210"
6187,"ROI309","Df1.2","41",3215887.22,4.528,100.07,20,19.9,"vPC266"
6188,"ROI284","Df1.1","12",3215375.55,2.444,39.2,20,20,"vPC239"
6189,"ROI105","Dd1.3","63",3213870,4.015,84,9.8,8.1,"vPC234"
6190,"ROI284","Df1.2","41",3212925.68,2.444,39.18,20,20,"vPC239"
6191,"ROI82","Dd5.2","38",3212909.18,3.449,72.96,5,20,"vPC26"
6192,"ROI26","Dn1.2","45",3212371.36,1.297,30.26,7.2,20,"vPC78"
6193,"ROI309","Df4.3","73",3211542.03,4.515,100.11,20,20,"vPC266"
6194,"ROI26","Dn1.2","45",3209897.87,1.354,30.51,20,20,"vPC74"
6196,"ROI58","Dc1.3","58",3209115.85,4.028,64.4,9.1,7.5,"vPC63"
6197,"ROI309","Df1.1","12",3209012.19,4.527,100.07,20,15.6,"vPC266"
6198,"ROI55","Dc2.1","1",3209000.7,3.524,64.2,20,20,"vPC41"
6199,"ROI32","Df2.3","71",3208551.3,2.771,26.39,17.2,5,"vPC99"
6200,"ROI78","Dc1.1","0",3207061.65,3.394,71.09,5,5,"vPC57"
6201,"ROI142","Dn2.1","17",3206617.78,1.133,24.07,10.9,20,"vPC168"
6202,"ROI89","Df2.1","13",3206097.78,3.382,75.85,20,20,"vPC267"
6203,"ROI173","Dn6.1","21",3205830.38,3.937,74.23,20,20,"vPC224"
6204,"ROI422","Dc5.3","62",3204446.42,3.681,74.7,11.9,12.8,"vPC32"
6205,"ROI45","Dc4.2","32",3203940.08,3.843,62.62,5,13,"vPC64"
6207,"ROI19","Dc1.2","29",3202928.21,1.311,23.5,20,20,"vPC128"
6208,"ROI309","Df4.1","15",3202048.53,4.516,100.11,20,20,"vPC266"
6209,"ROI309","Df4.2","44",3201754.6,4.517,100.11,19,16.7,"vPC266"
6210,"ROI51","Dd4.2","37",3199452.55,3.665,63.72,5,5,"vPC110"
6211,"ROI67","Dd1.1","5",3198902.55,3.776,69.18,5,20,"vPC196"
6212,"ROI39","Dn2.1","17",3197393.63,3.852,56.7,20,5,"vPC84"
6213,"ROI351","Df3.3","72",3197391.4,0.778,16.41,6.5,17.7,"vPC161"
6214,"ROI47","Dn3.3","76",3196969.63,3.727,61.97,15.2,20,"vPC19"
6215,"ROI82","Do5.3","84",3196879.82,3.431,72.99,5,5,"vPC111"
6216,"ROI44","Dn3.2","47",3747139,3.881,62.5,13.7,20,"vPC126"
6218,"ROI381","Df3.1","14",3195320.82,3.724,75.85,20,20,"vPC241"
6219,"ROI19","Df2.3","71",3195264.74,1.315,23.51,20,20,"vPC128"
6220,"ROI77","Dc3.3","60",3194857.4,3.71,74.48,5,20,"vPC222"
