"NO","ROI_ID","SampleID","SI","Amplitude","1H(CS)","13C(CS)","1H(LW)","13C(LW)","Designate_vPC"
322,"ROI26","Df2.2","42",24608573.76,1.283,30.55,8.4,20,"vPC3"
324,"ROI81","Do6.2","56",24598717.51,3.379,73.61,15.9,16.8,"vPC28"
325,"ROI106","Dc2.2","30",31318845.88,3.774,83.53,9.3,18.4,"vPC24"
326,"ROI79","Dc1.3","58",24565347.17,3.378,71.11,17.2,5,"vPC23"
327,"ROI81","Do6.3","85",24545437.45,3.375,73.62,15.7,17.2,"vPC28"
328,"ROI46","Do4.3","83",24538377.58,3.762,63.25,11.9,5,"vPC2"
329,"ROI92","Df1.3","70",24523565.82,3.365,77.87,20,20,"vPC18"
330,"ROI47","Dc1.2","29",24516527.2,3.737,61.99,14.9,5,"vPC19"
331,"ROI79","Dc3.3","60",24503760.29,3.375,71.13,18,5,"vPC23"
332,"ROI80","Dd5.2","38",24484024.08,3.314,71.52,16.3,20,"vPC5"
333,"ROI26","Dc2.3","59",24476438.5,1.275,30.54,9.6,20,"vPC3"
334,"ROI46","Dn4.3","77",24469325.38,3.77,63.3,14.4,12.7,"vPC2"
335,"ROI48","Do7.3","86",24441275.52,3.665,62.58,20,20,"vPC11"
336,"ROI77","Dc2.1","1",27903098.72,3.728,74.43,16.6,6.1,"vPC22"
337,"ROI106","Dc2.1","1",31292708.78,3.775,83.52,9.6,19.7,"vPC24"
338,"ROI51","Dd7.2","40",24410953.26,3.622,63.92,18,20,"vPC9"
339,"ROI44","Df1.2","41",24408371.34,3.862,62.58,17.5,18.8,"vPC25"
340,"ROI92","Dn1.1","16",24402515.24,3.376,77.85,20,20,"vPC18"
341,"ROI51","Do1.2","51",24365344.17,3.615,63.86,10.6,20,"vPC9"
342,"ROI51","Dd6.1","10",24353251.25,3.621,63.9,15.9,20,"vPC9"
343,"ROI44","Dn6.1","21",24349657.05,3.867,62.57,20,20,"vPC25"
344,"ROI80","Dd2.3","64",24340019.13,3.294,71.52,15.4,20,"vPC5"
345,"ROI26","Do7.1","28",24328565.88,1.282,30.54,8.7,20,"vPC3"
346,"ROI48","Dd4.1","8",24326035.77,3.705,62.49,20,20,"vPC17"
347,"ROI48","Dn1.3","74",34794407.16,3.683,62.55,20,20,"vPC11"
348,"ROI56","Dd4.2","37",24285215.98,3.501,64.33,19.9,20,"vPC21"
349,"ROI77","Dc5.1","4",26903100.1,3.718,74.43,20,5.8,"vPC22"
350,"ROI51","Dc1.2","29",24242258.97,3.649,63.82,8.2,20,"vPC20"
351,"ROI46","Dn4.2","48",24216251.31,3.77,63.31,16.3,5,"vPC2"
352,"ROI47","Dc5.1","4",24210221.41,3.727,62,14.6,13.8,"vPC19"
353,"ROI80","Dn6.1","21",24181932.58,3.313,71.49,17.7,20,"vPC5"
354,"ROI48","Dd2.3","64",24179909.77,3.663,62.63,20,20,"vPC11"
355,"ROI92","Dn1.3","74",24166486,3.381,77.84,20,20,"vPC29"
356,"ROI44","Dn6.2","50",24165482.74,3.867,62.57,20,20,"vPC25"
357,"ROI51","Dd4.1","8",24143055.06,3.624,63.99,19.2,20,"vPC9"
358,"ROI26","Df1.1","12",24138241.16,1.281,30.55,8.7,20,"vPC3"
359,"ROI46","Df2.2","42",24130722.41,3.762,63.22,15.1,5,"vPC2"
361,"ROI51","Do3.3","82",24122196.05,3.621,63.87,11.1,20,"vPC9"
362,"ROI92","Dn1.2","45",24107009.72,3.378,77.84,20,20,"vPC29"
363,"ROI75","Do3.3","82",24098201.97,3.833,74.21,20,11.8,"vPC7"
364,"ROI46","Do6.3","85",32367635.12,3.78,62.52,13.3,9.7,"vPC31"
365,"ROI93","Do5.1","26",24082879.49,3.297,77.8,9.7,12.1,"vPC12"
366,"ROI51","Dd5.1","9",24072023.9,3.626,63.92,16.2,20,"vPC9"
367,"ROI86","Do7.1","28",24071252.18,3.14,76.07,20,11.1,"vPC13"
368,"ROI51","Dd5.2","38",24052032.21,3.629,63.87,19.8,20,"vPC9"
369,"ROI51","Dd7.1","11",24040895.34,3.622,63.91,17,20,"vPC9"
370,"ROI51","Dd4.2","37",24023778.85,3.624,63.99,20,5,"vPC9"
371,"ROI51","Dd5.3","67",24023546.92,3.625,63.92,15.6,20,"vPC9"
372,"ROI101","Dc2.2","30",24019680.19,4.106,79.13,12.7,5,"vPC14"
373,"ROI85","Dc1.2","29",30316401,3.454,72.98,16.2,5,"vPC26"
374,"ROI108","Do1.2","51",23958641.28,5.391,93.46,6.5,5,"vPC10"
375,"ROI26","Do7.2","57",23953170.06,1.323,30.05,20,20,"vPC4"
376,"ROI82","Dc3.1","2",23945441.02,3.448,72.99,17.4,7,"vPC26"
377,"ROI80","Df2.2","42",23940524.34,3.292,71.54,15.9,20,"vPC5"
378,"ROI82","Dc2.3","59",23925293.37,3.447,73,14,11.3,"vPC26"
379,"ROI93","Df1.3","70",23919134.92,3.298,77.78,10.5,20,"vPC12"
380,"ROI26","Df4.2","44",23918050.07,1.277,30.55,8.4,20,"vPC3"
381,"ROI422","Do6.1","27",23901363.62,3.682,74.67,16.1,5,"vPC32"
382,"ROI39","Dc3.3","60",23900304.02,3.757,56.41,11.8,20,"vPC33"
383,"ROI80","Dd5.3","67",23891518.43,3.306,71.52,13.2,20,"vPC5"
384,"ROI112","Dd4.3","66",23858855.24,4.495,97.96,13.8,5,"vPC6"
385,"ROI26","Dn4.1","19",23857709.88,1.311,30.15,19.5,20,"vPC4"
386,"ROI422","Do6.2","56",23839877.68,3.682,74.68,17.1,5,"vPC32"
387,"ROI51","Do1.3","80",23822503.35,3.615,63.84,10.6,20,"vPC9"
388,"ROI51","Do6.2","56",23814794.9,3.622,63.87,15.5,20,"vPC9"
389,"ROI48","Df4.3","73",23811425.29,3.67,62.6,20,20,"vPC11"
390,"ROI48","Df3.3","72",23777440.31,3.667,62.62,20,19.5,"vPC11"
391,"ROI80","Dd1.1","5",23773314.22,3.3,71.52,12.6,20,"vPC5"
393,"ROI48","Df3.2","43",23728763.99,3.668,62.61,20,20,"vPC11"
394,"ROI112","Do7.3","86",23712722.37,4.491,97.96,14.8,5,"vPC6"
395,"ROI46","Do6.1","27",32603884.83,3.78,62.52,11.1,11.1,"vPC31"
396,"ROI79","Dc5.3","62",23704043.5,3.367,71.16,17.9,5.7,"vPC23"
397,"ROI48","Dd5.1","9",23690597.86,3.707,62.48,20,20,"vPC17"
398,"ROI48","Dd5.3","67",23687565.62,3.707,62.48,20,20,"vPC17"
399,"ROI81","Do6.1","27",31315956.58,3.379,73.61,14.3,14.8,"vPC28"
400,"ROI77","Dc2.2","30",27540520.31,3.727,74.43,15.4,5,"vPC22"
401,"ROI26","Df2.1","13",23636698.88,1.324,30.06,20,20,"vPC4"
402,"ROI48","Df1.1","12",23635779.93,3.702,62.51,20,18.4,"vPC17"
403,"ROI80","Dd4.1","8",23620965.97,3.304,71.53,12.4,20,"vPC5"
404,"ROI86","Do5.1","26",23601011.87,3.143,76.07,20,8.1,"vPC13"
405,"ROI26","Dn4.2","48",23559132.21,1.311,30.17,20,20,"vPC4"
406,"ROI46","Df2.3","71",23538503.27,3.764,63.22,14.1,8.4,"vPC2"
407,"ROI112","Df1.3","70",23522712.85,4.493,97.97,13.7,5,"vPC6"
408,"ROI108","Do1.1","22",23516947.81,5.392,93.46,6.7,5,"vPC10"
409,"ROI39","Dc3.1","2",23500325.45,3.758,56.41,12.9,20,"vPC33"
410,"ROI44","Dn6.3","79",23495256.73,3.866,62.57,20,14.3,"vPC25"
411,"ROI112","Dd1.3","63",23479385.93,4.492,97.97,14.2,5,"vPC6"
412,"ROI82","Dc2.2","30",23476457.64,3.448,73,14,5,"vPC26"
413,"ROI48","Dd7.3","69",23465527.95,3.661,62.61,20,20,"vPC11"
414,"ROI26","Do6.2","56",23464176.74,1.322,30.05,20,20,"vPC4"
415,"ROI92","Df1.1","12",23463360.95,3.366,77.87,20,19.3,"vPC18"
416,"ROI48","Dd2.2","35",23449970.1,3.7,62.48,20,20,"vPC17"
417,"ROI51","Dd6.2","39",23447445.19,3.621,63.9,15.9,20,"vPC9"
418,"ROI267","Df3.2","43",32103638.68,1.249,17.88,18.6,12.1,"vPC35"
419,"ROI48","Dd1.1","5",23439658.06,3.703,62.49,20,20,"vPC17"
420,"ROI80","Dd5.1","9",23422090.31,3.307,71.52,13.4,20,"vPC5"
421,"ROI51","Dc1.1","0",23403148.85,3.649,63.81,7.2,20,"vPC20"
422,"ROI77","Dc2.3","59",27248098.28,3.726,74.43,15.4,5.3,"vPC22"
423,"ROI51","Dd7.3","69",23393784.31,3.626,64.01,20,20,"vPC9"
424,"ROI92","Do7.1","28",23360222.03,3.359,77.88,20,19.8,"vPC18"
425,"ROI26","Do6.3","85",23332334.55,1.325,30.05,20,20,"vPC4"
427,"ROI77","Dc3.1","2",23324083.05,3.729,74.44,18.3,9.9,"vPC22"
428,"ROI68","Dd4.3","66",23320843.31,3.856,71.04,6.9,10.1,"vPC36"
429,"ROI48","Df2.2","42",23317345.45,3.664,62.63,20,20,"vPC11"
430,"ROI51","Dc1.3","58",23308478.94,3.649,63.81,7.6,20,"vPC20"
431,"ROI46","Do6.2","56",31614241.67,3.781,62.52,11.8,13.6,"vPC31"
432,"ROI44","Dn4.1","19",23298901.27,3.866,62.55,20,20,"vPC25"
433,"ROI80","Df4.2","44",23298086.86,3.298,71.53,14.3,20,"vPC5"
434,"ROI77","Dc3.3","60",23283596.66,3.73,74.44,17.6,9.9,"vPC22"
436,"ROI96","Do1.2","51",23231950.38,4.026,75.5,20,12,"vPC15"
437,"ROI48","Dd7.1","11",23226402.86,3.663,62.62,20,20,"vPC11"
438,"ROI82","Dc5.3","62",23218395.89,3.444,73,16.6,9.2,"vPC26"
439,"ROI44","Dn1.3","74",23159966.14,3.866,62.56,17.8,20,"vPC25"
440,"ROI51","Dd6.3","68",23156824.4,3.622,63.88,14.9,20,"vPC9"
441,"ROI48","Dd2.1","6",23154706.08,3.701,62.48,20,20,"vPC17"
442,"ROI80","Dd6.1","10",23131163.84,3.297,71.53,13.1,20,"vPC5"
443,"ROI74","Do7.2","57",23115928.82,3.782,72.8,19.5,20,"vPC8"
444,"ROI48","Dd1.1","5",23100027.31,3.664,62.63,20,20,"vPC11"
445,"ROI77","Dc3.2","31",26732337.76,3.73,74.44,19,11.8,"vPC22"
446,"ROI74","Dd7.2","40",23074452.3,3.785,72.79,20,20,"vPC8"
447,"ROI48","Df4.2","44",23068636.89,3.669,62.59,20,20,"vPC11"
448,"ROI51","Dc5.3","62",23062828.48,3.622,63.84,8,20,"vPC9"
449,"ROI74","Dd7.3","69",23058949.27,3.785,72.8,20,20,"vPC8"
450,"ROI48","Dd7.2","40",23044471.86,3.663,62.63,20,20,"vPC11"
451,"ROI93","Dd4.3","66",23039430.7,3.3,77.77,10.6,15.3,"vPC12"
452,"ROI48","Do5.1","26",23037038.1,3.702,62.5,20,11.9,"vPC17"
453,"ROI45","Dc2.3","59",23034752.64,3.805,62.01,10.2,17.7,"vPC37"
454,"ROI422","Do5.3","84",23002281.01,3.68,74.68,20,5,"vPC32"
455,"ROI267","Df3.1","14",28320450.62,1.254,17.83,18.4,11.5,"vPC35"
456,"ROI48","Df1.3","70",22988213.68,3.701,62.51,20,20,"vPC17"
457,"ROI48","Df4.1","15",22966682.39,3.671,62.59,20,20,"vPC11"
458,"ROI74","Dd7.1","11",22960276.24,3.785,72.79,20,13.7,"vPC8"
459,"ROI51","Dc5.1","4",22956850.37,3.644,63.85,8,20,"vPC20"
460,"ROI51","Dc2.1","1",22949639.76,3.649,63.85,6.2,19.8,"vPC20"
461,"ROI112","Dd7.3","69",22908530,4.498,97.96,14.3,5,"vPC6"
462,"ROI112","Dd7.1","11",22906361.35,4.494,97.97,13.9,5,"vPC6"
463,"ROI26","Do7.3","86",22900248.88,1.282,30.53,8.2,20,"vPC3"
464,"ROI80","Dd1.2","34",22872904.56,3.302,71.53,13.9,20,"vPC5"
465,"ROI108","Do1.3","80",22848753.51,5.392,93.46,6.2,5,"vPC10"
466,"ROI46","Do5.3","84",22848116.61,3.764,63.27,11.9,5,"vPC2"
467,"ROI85","Dc1.3","58",29838240.14,3.454,72.98,15.1,5,"vPC26"
468,"ROI96","Do1.1","22",22794872.68,4.026,75.5,20,12.1,"vPC15"
469,"ROI77","Dc1.2","29",22773531.05,3.735,74.42,16.3,6,"vPC22"
470,"ROI422","Do6.3","85",27048386.77,3.679,74.68,16.4,5,"vPC32"
471,"ROI48","Dd1.2","34",22765741.81,3.703,62.49,20,20,"vPC17"
472,"ROI39","Dc3.2","31",22731962.22,3.757,56.41,12.8,20,"vPC33"
473,"ROI112","Dd7.2","40",22729678.76,4.494,97.97,14.1,5,"vPC6"
474,"ROI80","Df4.3","73",22723334.65,3.299,71.53,12.8,20,"vPC5"
475,"ROI93","Do7.2","57",22718185.44,3.295,77.79,9.6,12.6,"vPC12"
476,"ROI93","Df1.1","12",22708172.53,3.299,77.77,10.8,20,"vPC12"
477,"ROI51","Dc5.2","33",22690646.85,3.645,63.85,8.5,20,"vPC20"
478,"ROI44","Dn4.2","48",22673438.59,3.866,62.56,20,20,"vPC25"
479,"ROI74","Do7.1","28",22667001.82,3.782,72.8,19.5,20,"vPC8"
480,"ROI46","Df4.2","44",22666142.97,3.765,63.24,14.4,8.4,"vPC2"
481,"ROI45","Dc2.2","30",22650163.89,3.805,62.01,9.9,18.1,"vPC37"
482,"ROI44","Dn4.3","77",22637288.06,3.867,62.54,20,20,"vPC25"
483,"ROI26","Dc3.1","2",22607062.17,1.272,30.54,11.4,20,"vPC3"
484,"ROI92","Do5.1","26",22606825.21,3.362,77.87,20,14.6,"vPC18"
485,"ROI80","Dc1.3","58",22602594.4,3.304,71.53,13.5,20,"vPC5"
486,"ROI44","Dn1.2","45",22579066.11,3.866,62.57,17.2,20,"vPC25"
487,"ROI48","Dd5.2","38",22575806.06,3.71,62.49,20,20,"vPC17"
488,"ROI51","Do6.3","85",22564879.01,3.62,63.89,15.1,20,"vPC9"
489,"ROI80","Dc1.1","0",22564800.64,3.303,71.53,13.4,20,"vPC5"
490,"ROI48","Dd2.2","35",22556052.68,3.664,62.62,20,20,"vPC11"
492,"ROI85","Dc1.1","0",22545909.28,3.454,72.98,14.5,5,"vPC26"
493,"ROI93","Dd7.2","40",22527537.11,3.299,77.78,11.1,14,"vPC12"
494,"ROI74","Do7.3","86",22523002.81,3.782,72.78,19.3,15.9,"vPC8"
495,"ROI46","Df4.1","15",22485633.86,3.766,63.25,14.3,9.1,"vPC2"
496,"ROI45","Dc2.1","1",22484106.31,3.805,62.02,10,18.9,"vPC37"
497,"ROI267","Df1.3","70",28782401.82,1.249,17.9,17,12.4,"vPC35"
498,"ROI80","Dn4.1","19",22446908.6,3.312,71.49,19.5,20,"vPC5"
499,"ROI26","Do6.1","27",22434238.25,1.322,30.05,20,20,"vPC4"
500,"ROI93","Dd7.1","11",22408764.76,3.299,77.78,10.6,12.9,"vPC12"
501,"ROI26","Do7.1","28",22396048.96,1.323,30.05,20,20,"vPC4"
502,"ROI44","Dn1.1","16",22343802.27,3.866,62.57,16.4,20,"vPC25"
503,"ROI80","Dd6.2","39",22340723.63,3.298,71.53,13.2,20,"vPC5"
504,"ROI93","Dd7.3","69",22333604.91,3.302,77.77,10.9,14.5,"vPC12"
505,"ROI80","Dd4.2","37",22329478.93,3.303,71.53,12.7,20,"vPC5"
506,"ROI48","Dd2.1","6",22322666.98,3.664,62.62,20,20,"vPC11"
507,"ROI93","Dd1.3","63",22306241.89,3.297,77.78,10.6,13.7,"vPC12"
508,"ROI46","Df4.3","73",22270641.17,3.766,63.25,14.1,9.1,"vPC2"
509,"ROI44","Dn2.2","46",22260143.06,3.862,62.56,20,20,"vPC25"
510,"ROI44","Df3.1","14",22252111.35,3.861,62.62,16.2,20,"vPC25"
511,"ROI267","Df1.1","12",28772670.54,1.249,17.9,16.8,11,"vPC35"
512,"ROI44","Df2.2","42",22234498.57,3.86,62.63,20,20,"vPC25"
513,"ROI46","Do5.3","84",22211980.95,3.78,62.52,13.1,9.4,"vPC31"
514,"ROI112","Dd1.1","5",22206016.7,4.494,97.97,14.2,5,"vPC6"
515,"ROI112","Dd4.1","8",22159732.5,4.498,97.96,13.9,5,"vPC6"
516,"ROI79","Dc5.2","33",22152791.51,3.364,71.16,16.7,5,"vPC23"
517,"ROI45","Dc1.2","29",22127122.05,3.803,62.02,10.4,18.2,"vPC37"
518,"ROI80","Df4.1","15",22116980.44,3.299,71.53,13.3,20,"vPC5"
519,"ROI75","Do3.2","53",22113217.56,3.833,74.21,20,16.1,"vPC7"
520,"ROI112","Df1.1","12",22110917.64,4.494,97.97,13.7,5,"vPC6"
521,"ROI26","Df2.3","71",22085646.56,1.282,30.54,7.5,20,"vPC3"
522,"ROI74","Dd4.3","66",22081800.59,3.784,72.79,20,13.7,"vPC8"
523,"ROI26","Df2.2","42",22065558.07,1.324,30.06,20,20,"vPC4"
524,"ROI77","Dc5.3","62",25506955.58,3.723,74.43,17.4,6.3,"vPC22"
525,"ROI48","Df3.1","14",22054187.02,3.701,62.51,20,20,"vPC17"
526,"ROI74","Dd1.3","63",22036869.06,3.783,72.79,20,16.8,"vPC8"
527,"ROI51","Do3.1","24",21976319.25,3.621,63.87,11.9,20,"vPC9"
528,"ROI107","Do5.1","26",21975343.86,5.122,93.78,6.1,5,"vPC16"
529,"ROI101","Do1.3","80",21969001.52,4.098,79.11,16.4,6.2,"vPC14"
530,"ROI96","Do1.3","80",21959273.17,4.027,75.49,20,11.4,"vPC15"
531,"ROI92","Dn6.3","79",21958187.73,3.381,77.87,20,20,"vPC29"
532,"ROI48","Df1.2","41",21951218.53,3.702,62.51,20,16.8,"vPC17"
533,"ROI86","Do7.2","57",21947771.84,3.14,76.07,20,10.9,"vPC13"
534,"ROI92","Dd4.3","66",21940509.35,3.367,77.86,20,20,"vPC18"
535,"ROI106","Dc5.3","62",21932975.49,3.773,83.53,9.4,17.9,"vPC24"
536,"ROI53","Dd4.2","37",21928323.22,3.349,49.77,5,5,"vPC1"
537,"ROI68","Dd4.1","8",21878028.31,3.859,71.03,7,10.9,"vPC36"
538,"ROI48","Dd6.2","39",32851472.7,3.702,62.46,20,20,"vPC17"
540,"ROI48","Dd1.2","34",21812088.81,3.661,62.6,20,20,"vPC11"
541,"ROI112","Dd6.1","10",21799212.1,4.491,97.97,14,5,"vPC6"
542,"ROI44","Do6.2","56",21781113.16,3.861,62.64,11.2,13.1,"vPC25"
543,"ROI267","Df2.1","13",32380440.72,1.246,17.88,17.2,8.1,"vPC35"
544,"ROI92","Dd7.1","11",21764910.67,3.366,77.87,20,19.5,"vPC18"
545,"ROI80","Dc1.2","29",21737680.06,3.304,71.53,13,20,"vPC5"
546,"ROI267","Df1.2","41",28398098.52,1.249,17.9,16.3,11.2,"vPC35"
547,"ROI48","Do7.3","86",21705758.7,3.701,62.49,20,18.3,"vPC17"
548,"ROI48","Df2.1","13",21692715.12,3.697,62.51,20,20,"vPC17"
549,"ROI108","Do3.3","82",21692642.48,5.396,93.48,6.6,5,"vPC10"
550,"ROI26","Dd1.3","63",21688472.82,1.28,30.54,9,20,"vPC3"
551,"ROI51","Do3.2","53",21688224.45,3.622,63.86,10.7,20,"vPC9"
552,"ROI267","Df3.3","72",26726215,1.254,17.82,18.3,12.5,"vPC35"
553,"ROI26","Df3.1","14",21656387.61,1.281,30.55,8.7,20,"vPC3"
554,"ROI80","Dn4.2","48",21634916.23,3.314,71.5,20,20,"vPC5"
555,"ROI77","Dc1.3","58",21626517.91,3.734,74.42,15.4,5,"vPC22"
556,"ROI92","Dd7.3","69",21623644.35,3.37,77.85,20,20,"vPC18"
557,"ROI106","Dc5.1","4",27597681.1,3.769,83.54,8.1,17.1,"vPC24"
558,"ROI86","Df1.3","70",21614059.92,3.145,76.06,20,11.3,"vPC13"
559,"ROI92","Dn6.1","21",21603785.86,3.381,77.86,20,20,"vPC29"
560,"ROI44","Do6.3","85",21594142.96,3.861,62.65,11.3,12.4,"vPC25"
561,"ROI92","Dd7.2","40",21583489.14,3.366,77.87,20,20,"vPC18"
562,"ROI26","Df3.2","43",21558741.4,1.281,30.55,9,20,"vPC3"
563,"ROI26","Df1.2","41",21550608.85,1.281,30.54,8.6,20,"vPC3"
564,"ROI44","Df4.3","73",21545010.27,3.862,62.61,16.7,20,"vPC25"
565,"ROI26","Do7.3","86",21543842.12,1.323,30.04,20,20,"vPC4"
566,"ROI48","Do7.2","57",21542712.79,3.701,62.49,20,18.3,"vPC17"
567,"ROI26","Df1.3","70",21529445.03,1.281,30.55,9,20,"vPC3"
568,"ROI92","Df3.3","72",21518850.32,3.362,77.88,20,20,"vPC18"
569,"ROI107","Do7.2","57",21496188.74,5.12,93.76,6.7,5,"vPC16"
570,"ROI106","Dc1.2","29",24345765.37,3.779,83.5,10.2,10.9,"vPC24"
571,"ROI26","Dn2.1","17",21483163.2,1.28,30.54,11.9,20,"vPC3"
572,"ROI92","Df1.2","41",21463239.93,3.367,77.86,20,17.3,"vPC18"
573,"ROI46","Do2.1","23",21453221.17,3.761,63.23,13.6,17.9,"vPC2"
574,"ROI92","Do7.2","57",21405698.06,3.359,77.87,20,18,"vPC18"
575,"ROI106","Dc1.1","0",28114790.81,3.778,83.5,9.9,7.1,"vPC24"
576,"ROI96","Do3.3","82",21355429.8,4.026,75.53,20,16.4,"vPC15"
577,"ROI45","Dc1.3","58",21353822.14,3.802,62.04,9.2,20,"vPC37"
578,"ROI53","Dd4.3","66",21340445.44,3.348,49.78,5,5,"vPC1"
579,"ROI107","Do7.3","86",21331738.96,5.122,93.76,6.5,5,"vPC16"
580,"ROI26","Df4.1","15",21305946.87,1.318,30.08,20,20,"vPC4"
581,"ROI93","Df3.1","14",21290174.47,3.296,77.78,10.3,20,"vPC12"
582,"ROI106","Dc3.2","31",23679672.28,3.779,83.52,11.5,13.8,"vPC24"
583,"ROI93","Df3.3","72",21265375.39,3.296,77.78,10.2,20,"vPC12"
584,"ROI26","Df4.3","73",21231540.7,1.318,30.08,20,20,"vPC4"
585,"ROI93","Dd6.1","10",21225777.86,3.296,77.79,10.7,15.5,"vPC12"
586,"ROI92","Df4.3","73",21196378.4,3.365,77.88,20,20,"vPC18"
587,"ROI75","Do3.1","24",21195406.5,3.833,74.21,20,10.5,"vPC7"
588,"ROI56","Dd1.3","63",21190388.51,3.496,64.32,20,20,"vPC21"
590,"ROI112","Dd5.3","67",21167746.14,4.502,97.95,14.5,5,"vPC6"
591,"ROI68","Dd4.2","37",21140805.8,3.858,71.03,6.8,12.3,"vPC36"
592,"ROI48","Do7.1","28",21115291.96,3.7,62.49,20,19,"vPC17"
593,"ROI86","Dd4.3","66",21107380.09,3.148,76.06,19.9,11.7,"vPC13"
594,"ROI93","Do7.3","86",21104496.6,3.296,77.78,9.4,11.9,"vPC12"
595,"ROI112","Df3.3","72",21100765.77,4.491,97.97,13.8,5,"vPC6"
596,"ROI101","Dc5.1","4",25927696.04,4.099,79.14,12.5,5,"vPC14"
597,"ROI26","Dd2.1","6",21089569.13,1.282,30.54,8.7,20,"vPC3"
598,"ROI44","Do6.1","27",21087834.77,3.861,62.64,10,11.8,"vPC25"
599,"ROI45","Dc3.1","2",21062776.2,3.805,62.02,11.6,14.3,"vPC37"
600,"ROI106","Do1.2","51",24243098.06,3.766,83.56,10.2,20,"vPC24"
601,"ROI86","Dd7.3","69",21056909.38,3.151,76.06,20,11.2,"vPC13"
602,"ROI92","Dd1.3","63",21031969.97,3.363,77.87,20,20,"vPC18"
603,"ROI26","Dd2.2","35",21030414.29,1.282,30.54,9,20,"vPC3"
604,"ROI93","Df1.2","41",21030015.75,3.3,77.76,10.6,20,"vPC12"
606,"ROI112","Df3.1","14",21019200.51,4.491,97.97,13.8,5,"vPC6"
607,"ROI26","Dc3.2","31",21013692.18,1.271,30.54,11.5,20,"vPC3"
608,"ROI107","Do7.1","28",20999616.6,5.12,93.77,6.7,5,"vPC16"
609,"ROI51","Dd2.2","35",20988926.75,3.623,64.02,20,12.8,"vPC9"
610,"ROI74","Df1.1","12",20973285.15,3.784,72.79,20,7.4,"vPC8"
611,"ROI26","Df4.2","44",20964163.41,1.319,30.07,20,20,"vPC4"
612,"ROI45","Dc3.3","60",20955765.36,3.805,62.01,10.7,12.7,"vPC37"
613,"ROI93","Dd4.1","8",20949727.76,3.302,77.77,10.1,13.9,"vPC12"
615,"ROI46","Do5.2","55",20940482.33,3.766,63.27,12.5,7,"vPC2"
616,"ROI26","Dn2.2","46",20937062.22,1.28,30.54,12.6,20,"vPC3"
617,"ROI48","Df4.2","44",20936169.56,3.701,62.51,20,20,"vPC17"
618,"ROI44","Df4.1","15",20925226.23,3.862,62.6,17.1,20,"vPC25"
619,"ROI86","Dd1.3","63",20920317.41,3.145,76.07,20,10.8,"vPC13"
620,"ROI106","Do1.1","22",23937915.62,3.767,83.56,10.5,20,"vPC24"
622,"ROI422","Do7.3","86",20865418.06,3.68,74.66,20,7.8,"vPC32"
623,"ROI51","Do1.2","51",20828121.32,3.638,63.86,8.7,20,"vPC20"
624,"ROI112","Dd6.2","39",20825792.58,4.492,97.97,14.1,5,"vPC6"
625,"ROI44","Dn5.3","78",20809980.18,3.865,62.53,20,20,"vPC25"
626,"ROI44","Df2.1","13",20807955.27,3.86,62.62,14.8,20,"vPC25"
627,"ROI44","Df4.2","44",20802771.4,3.861,62.61,16.6,19.7,"vPC25"
628,"ROI93","Dd1.1","5",20794629.73,3.299,77.78,10.2,14.4,"vPC12"
629,"ROI26","Df3.3","72",20782804.4,1.281,30.55,8.9,20,"vPC3"
630,"ROI48","Df3.2","43",20754692.4,3.701,62.51,20,20,"vPC17"
631,"ROI47","Do1.2","51",20749951.03,3.724,62,14.5,15.9,"vPC19"
632,"ROI74","Dd1.1","5",20689050.37,3.784,72.79,20,16.7,"vPC8"
633,"ROI106","Dc5.2","33",26689826.75,3.769,83.54,7.9,17.6,"vPC24"
634,"ROI93","Df2.1","13",20677106.56,3.291,77.8,10.6,20,"vPC12"
635,"ROI45","Dc1.1","0",32179688.27,3.801,62.04,8.4,20,"vPC37"
636,"ROI44","Dd7.2","40",20646009.08,3.862,62.59,17.5,20,"vPC25"
637,"ROI75","Dc4.2","32",20640491.63,3.832,74.21,20,7.2,"vPC7"
638,"ROI112","Dd2.3","64",20619746.19,4.488,97.98,14.9,5,"vPC6"
639,"ROI48","Dd6.3","68",31066752.36,3.703,62.45,19.8,20,"vPC17"
640,"ROI48","Df2.2","42",20565503.74,3.697,62.51,20,19.9,"vPC17"
641,"ROI48","Dn1.2","45",20561793.05,3.708,62.5,20,20,"vPC17"
642,"ROI80","Df2.3","71",20558080.72,3.294,71.53,14.1,20,"vPC5"
643,"ROI112","Dd5.1","9",20552275.56,4.502,97.95,14.6,5,"vPC6"
644,"ROI74","Dd6.2","39",20551613.44,3.783,72.79,20,18.5,"vPC8"
645,"ROI51","Dd2.1","6",20544305.82,3.623,64.01,20,20,"vPC9"
646,"ROI26","Dd2.3","64",20530811.74,1.283,30.54,8.8,20,"vPC3"
647,"ROI106","Dd1.3","63",20528170.11,3.775,83.47,17.1,20,"vPC24"
648,"ROI74","Dd4.2","37",20517022.88,3.785,72.78,20,20,"vPC8"
649,"ROI44","Df3.3","72",20501833.56,3.861,62.62,14.5,19.4,"vPC25"
650,"ROI46","Do5.1","26",20497825.78,3.765,63.27,11.8,5,"vPC2"
651,"ROI86","Dd4.1","8",20494861.76,3.151,76.06,20,10.8,"vPC13"
652,"ROI80","Dn4.3","77",20486496.89,3.313,71.48,19.5,20,"vPC5"
653,"ROI46","Do2.2","52",20459356.97,3.76,63.22,13.2,13.4,"vPC2"
