,vPC_num,H_data,C_data
728,vPC1411,1.273002713,52.28857303
729,vPC1413,4.103764632,68.0637887
730,vPC1418,7.028179562,111.7544159
731,vPC1427,3.644209946,61.5554552
732,vPC1433,3.583213417,54.46348711
733,vPC1436,4.164406239,65.39040785
734,vPC1451,7.07969241,112.2091835
735,vPC1463,6.919974302,102.9025395
736,vPC1464,1.052528361,15.82461035
737,vPC1473,1.746225303,42.57389178
738,vPC1479,0.773985562,22.88637154
739,vPC1481,4.336298759,72.44656729
740,vPC1485,1.782405617,41.48037116
741,vPC1487,2.041249653,11.94857664
742,vPC1489,0.799485661,15.72348143
743,vPC1492,1.039295539,16.67096184
744,vPC1498,3.78932439,79.13312602
745,vPC1503,6.796949913,105.4761974
746,vPC1511,0.90581122,8.563816146
747,vPC1522,2.075867309,11.78594353
748,vPC1528,1.177987432,20.76607464
749,vPC1530,3.695420159,71.7680485
750,vPC1539,1.599998397,23.15461902
751,vPC1541,4.026500142,71.58255616
752,vPC1551,1.320657502,22.26831813
753,vPC1556,6.755826697,105.612826
754,vPC1557,4.392458428,102.2770622
755,vPC1558,1.215877844,25.25310078
756,vPC1565,4.602658213,75.10810393
757,vPC1587,2.074220371,48.14068791
758,vPC1610,6.77107102,120.4621722
759,vPC1615,3.914542857,56.8674132
760,vPC1620,6.723012613,104.2906849
761,vPC1631,3.644615291,74.27183305
762,vPC1632,1.98449513,12.13728871
763,vPC1640,1.638850366,42.25691508
764,vPC1650,7.333132247,108.1278575
765,vPC1696,7.016704661,130.1115645
766,vPC1705,1.971314607,33.43261342
767,vPC1708,2.189534613,42.80625795
768,vPC1713,1.388755177,15.88400698
769,vPC1718,1.269311623,18.4890474
770,vPC1752,2.570182838,44.63232771
771,vPC1763,6.527271591,107.2347192
772,vPC1780,2.119320722,12.71971521
773,vPC1784,7.026175709,112.3214414
774,vPC1789,1.073795201,10.37913657
775,vPC1860,4.180482651,87.94472953
776,vPC1870,3.128827634,55.35564163
777,vPC1927,3.93626201,57.49601796
778,vPC1968,4.715458786,87.32022836
779,vPC2007,6.654944076,113.1781771
780,vPC2058,7.397781695,108.422004
781,vPC2065,7.081482037,109.9848563
782,vPC2162,3.550469275,79.6750415
783,vPC2171,4.037888651,83.53354863
784,vPC2180,5.249116072,102.3354698
785,vPC2186,4.541834748,76.70394024
786,vPC2206,4.496412648,67.73269149
787,vPC2226,3.502527533,58.93447572
788,vPC2232,5.430951812,124.5364022
789,vPC2365,4.765584952,95.48512376
