"NO","PeakID","SampleID","SI","Amplitude","1H(CS)","13C(CS)","1H(LW)","13C(LW)","Designate_PC"
1284,348,"Df1.2",41,12262310.97,3.782,62.52,8.3,13,NA
1285,774,"Dd2.2",35,12238657.23,3.374,71.1,20,14.3,NA
1286,388,"Dd5.1",9,12211577.82,3.865,62.56,11.3,20,NA
1287,667,"Dd2.1",6,12210422.75,4.109,79.09,14.5,8.1,NA
1288,665,"Do3.2",53,12198854.86,2.605,41.05,18.4,9.4,NA
1289,656,"Dd7.3",69,12198272.26,3.454,72.97,16.8,6.3,NA
1290,991,"Dn6.3",79,12190104.08,3.664,62.63,18.9,20,NA
1291,530,"Dd4.1",8,12187783.97,3.777,83.4,12.7,11.7,NA
1292,284,"Dd1.2",34,12185570.97,3.8,71.61,5.4,20,NA
1293,294,"Df1.2",41,12156376.94,5.397,93.46,6.8,5,NA
1294,647,"Df3.3",72,12138415.25,3.732,62,13.9,5,NA
1295,560,"Dn2.1",17,12136196.9,3.625,63.91,12.3,20,NA
1296,715,"Dd3.3",65,12128584.05,3.638,64.73,19.1,20,NA
1297,655,"Dn5.2",49,12126310.29,3.305,77.76,16.3,20,NA
1298,277,"Dd1.2",34,12126205.79,3.798,69.18,7.3,5,NA
1299,1002,"Dn2.1",17,12125241.12,3.702,62.49,20,20,NA
1300,938,"Dd2.2",35,12107990.39,3.319,71.67,17.3,20,NA
1301,350,"Dd4.1",8,12102262.68,3.864,62.59,8.5,20,NA
1302,291,"Do4.1",25,12087498.41,5.396,93.48,6.5,5,NA
1303,1045,"Do2.3",81,12055556.66,3.311,71.7,19,7.8,NA
1304,738,"Dd2.1",6,12053013.51,3.729,74.43,20,19.4,NA
1305,807,"Dd2.1",6,12045827.09,3.375,71.1,20,15,NA
1306,253,"Dd1.1",5,12035345.07,3.348,49.77,5,5,NA
1307,731,"Df2.1",13,12029712.23,4.103,79.11,16.3,6.2,NA
1308,518,"Df1.1",12,12024577.66,3.622,63.84,10.9,20,NA
1309,873,"Dc5.3",62,12013363.04,1.358,30.46,20,20,NA
1310,238,"Dd5.1",9,12011367.23,3.348,49.8,5,5,NA
1311,298,"Do4.3",83,11994636.5,5.396,93.48,6.8,5,NA
1312,608,"Dd1.1",5,11992796.74,3.732,74.43,15.1,5.1,NA
1313,625,"Df3.3",72,11992115.53,3.447,73,14.3,20,NA
1314,511,"Dn5.1",20,11989621.59,3.804,62.06,9.8,20,NA
1315,293,"Dc4.3",61,11975867.33,6.663,135.4,6.8,5,NA
1316,535,"Do2.3",81,11975353.19,3.371,73.61,11.7,20,NA
1317,990,"Dd2.1",6,11968267.98,3.319,71.68,17.2,20,NA
1318,848,"Df4.1",15,11960701.31,3.835,74.19,20,18.1,NA
1319,780,"Dc1.3",58,11954670.6,3.978,68.3,19.8,20,NA
1320,448,"Dn5.2",49,11943940.13,3.805,62.06,9.7,20,NA
1321,956,"Df2.1",13,11933697.26,4.03,75.49,20,13.8,NA
1322,497,"Df1.2",41,11929744.27,3.623,63.83,10.3,20,NA
1323,629,"Df3.1",14,11911965.77,3.728,74.43,16.4,9.8,NA
1324,520,"Dc1.1",0,11908863.57,4.365,67.36,9.2,5,NA
1325,945,"Dn4.3",77,11903477.32,3.789,83.44,20,5,NA
1326,323,"Dd4.3",66,11899941.59,3.632,64.42,6.1,12.9,NA
1327,316,"Do7.2",57,11899003.71,3.795,71.62,5,20,NA
1328,852,"Df4.3",73,11880669.42,3.834,74.19,20,17.8,NA
1329,850,"Do1.1",22,11879806.39,3.658,62.64,20,20,NA
1330,500,"Dc1.3",58,11878100.97,4.367,67.34,9.3,5,NA
1331,799,"Df1.1",12,11851616.12,3.449,72.99,18.9,20,NA
1332,819,"Do1.1",22,11849948.18,4.331,69.22,19.7,20,NA
1333,548,"Dd1.2",34,11844724.17,3.734,74.42,14.8,5,NA
1334,735,"Do2.1",23,11843023.79,1.603,25.84,20,14.9,NA
1335,579,"Dn2.3",75,11842627.68,3.624,63.9,12.1,20,NA
1336,722,"Do3.2",53,11840973.63,1.603,25.83,20,17,NA
1337,824,"Do1.1",22,11821385.78,2.322,34.83,20,20,NA
1338,865,"Dd1.2",34,11818482.56,3.818,61.9,17.7,20,NA
1339,796,"Dn4.1",19,11802605.25,3.508,64.44,18.1,20,NA
1340,933,"Do4.1",25,11800994.39,4.027,75.52,20,15.1,NA
1341,942,"Df1.1",12,11789176.17,4.033,75.49,20,9.4,NA
1342,380,"Dn4.1",19,11780168.16,5.4,93.47,8.1,5,NA
1343,754,"Df1.2",41,11753577.61,4.11,79.1,16.6,6.7,NA
1344,260,"Dd2.2",35,11739343.81,3.348,49.76,5,5,NA
1345,920,"Df1.2",41,11723522.92,4.033,75.49,20,13.7,NA
1346,477,"Df3.3",72,11710414.78,3.781,62.53,11,5,NA
1347,881,"Do4.3",83,11708997.33,3.363,71.16,20,15.6,NA
1348,572,"Dd4.3",66,11706290.52,3.733,74.42,13.8,5,NA
1349,853,"Dn4.3",77,11698787.52,3.742,62.01,18.8,14.5,NA
1350,835,"Do1.3",80,11693877.16,2.324,34.81,20,20,NA
1351,466,"Dd5.1",9,11678034.02,3.85,62.62,12.5,18.5,NA
1352,676,"Df4.1",15,11676216.34,3.684,74.68,15.8,5,NA
1353,433,"Dd1.2",34,11672669.88,3.494,65.67,10.8,20,NA
1354,411,"Dd1.1",5,11670006.77,3.493,65.68,9.6,20,NA
1355,427,"Dd7.2",40,11667445.55,3.492,65.67,10.3,20,NA
1356,739,"Dd3.2",36,11663926.98,3.821,56.54,20,20,NA
1357,844,"Dn6.1",21,11658512.98,1.311,30.12,19.4,20,NA
1358,770,"Do2.3",81,11646440.64,1.604,25.82,20,20,NA
1359,523,"Dd6.3",68,11644101.89,3.801,62,8.7,20,NA
1360,742,"Do4.1",25,11639734.12,4.099,79.15,16.6,5,NA
1361,937,"Do4.3",83,11634604.29,4.027,75.52,20,16.1,NA
1362,414,"Do3.2",53,11633382.2,2.784,41.04,11,11.1,NA
1363,1181,"Dd4.1",8,11632449.69,3.676,62.64,20,20,NA
1364,866,"Do5.1",26,11630050.99,0.899,14.311,18.4,10.9,NA
1365,359,"Df2.2",42,11619365.37,5.393,93.46,7.1,5,NA
1366,946,"Dn6.1",21,11610424.37,3.162,76.04,20,20,NA
1367,1006,"Dn6.1",21,11604080.65,3.664,62.64,18.7,20,NA
1368,882,"Dc3.1",2,11600954.16,2.052,27.97,20,13.2,NA
1369,880,"Dc5.2",33,11595212.07,1.36,30.47,20,20,NA
1370,893,"Dc3.2",31,11590695.05,2.052,27.97,20,18.6,NA
1371,300,"Do2.1",23,11589913.11,3.792,71.62,5,20,NA
1372,1104,"Dn4.1",19,11546896.98,3.663,62.61,20,20,NA
1373,876,"Do5.2",55,11545906.62,3.837,74.19,20,20,NA
1374,881,"Df1.2",41,11545378.14,3.374,71.11,19.9,13.6,NA
1375,1060,"Do5.2",55,11542277.7,1.301,30.25,18.4,20,NA
1376,549,"Dc1.3",58,11534203.43,3.849,62.62,9.9,5,NA
1377,768,"Do4.3",83,11529697.88,4.099,79.15,16.9,5.8,NA
1378,1005,"Dn4.1",19,11521738.34,4.037,75.52,20,20,NA
1379,717,"Dc1.1",0,11516439.56,3.819,61.95,6.5,5,NA
1380,863,"Dn4.1",19,11486964.17,3.741,62.03,18.4,13.4,NA
1381,814,"Dn4.1",19,11477484.37,4.117,79.1,17.4,7.1,NA
1382,393,"Dn4.3",77,11476302.36,5.4,93.46,7.7,5,NA
1383,350,"Dn1.2",45,11458114.96,3.802,62.1,7.2,20,NA
1384,450,"Dn4.1",19,11448940.04,3.87,71.02,7.9,10.7,NA
1385,363,"Dd7.3",69,11433673.74,3.849,62.63,12.6,20,NA
1386,514,"Dd5.1",9,11430020.95,3.483,65.67,10.6,20,NA
1387,618,"Do1.3",80,11429601.73,3.286,71.55,14.1,20,NA
1388,584,"Dd5.2",38,11381430.83,3.64,64.43,15.2,5,NA
1389,1012,"Dn5.1",20,11375806.18,3.704,62.51,18.6,20,NA
1390,1431,"Dd4.3",66,11369486.59,3.675,62.65,20,20,NA
1391,939,"Dn2.1",17,11353794.93,3.835,74.2,20,19,NA
1392,793,"Df2.1",13,11350413.99,3.728,61.98,16.4,5,NA
1393,750,"Dn2.3",75,11349342.43,3.298,77.76,18.1,20,NA
1394,529,"Df4.1",15,11348783.23,3.781,62.53,9.8,16.4,NA
1395,708,"Dd4.3",66,11336472.6,3.764,82.98,14.8,5,NA
1396,954,"Dn4.1",19,11325791.08,3.384,71.12,20,17.7,NA
1397,1012,"Df3.3",72,11325114.51,3.318,71.66,15.6,20,NA
1398,1053,"Dc1.1",0,11311539.65,3.324,71.66,15.9,16.3,NA
1399,754,"Do1.1",22,11309637.3,4.479,98,13.8,5,NA
1400,883,"Do2.3",81,11304499.52,2.065,27.97,20,5,NA
1401,947,"Dn4.3",77,11301409.32,3.386,71.1,20,20,NA
1402,888,"Df1.1",12,11297354.14,3.373,71.12,19.2,11,NA
1403,782,"Do4.1",25,11291640.63,3.727,62,16.1,5,NA
1404,865,"Do1.1",22,11281211.74,3.695,62.52,20,20,NA
1405,390,"Df3.1",14,11278364.91,3.799,62.08,8.3,20,NA
1406,504,"Do2.3",81,11270265.32,3.861,62.64,9.3,5,NA
1407,856,"Do4.1",25,11267966.64,3.362,71.16,20,12.5,NA
1408,1202,"Dd3.3",65,11256229.58,1.304,30.23,19.9,20,NA
1409,683,"Df4.3",73,11248823.56,3.684,74.68,15.8,5,NA
1410,925,"Do5.2",55,11247666.71,0.899,14.29,18.7,14.2,NA
1411,824,"Dd3.2",36,11239039.27,4.483,98,18.3,5,NA
1412,654,"Dn1.3",74,11232183.88,3.785,62.58,11,5,NA
1413,413,"Dd2.2",35,11227458.07,3.795,69.19,7.8,12.4,NA
1414,769,"Df2.2",42,11221510.74,4.103,79.11,16.4,6.4,NA
1415,839,"Dd3.3",65,11214371.41,4.483,98,18.2,5,NA
1416,699,"Do4.3",83,11213535.12,3.647,63.86,9.7,20,NA
1417,838,"Dn4.3",77,11199950.35,3.508,64.44,17.9,20,NA
1418,1009,"Dn4.3",77,11185318.17,3.709,62.51,19,20,NA
1419,773,"Do2.1",23,11182998.18,3.768,83.47,15.9,20,NA
1420,305,"Df4.1",15,11174805.72,3.348,49.76,5,5,NA
1421,787,"Dn4.1",19,11168878.9,3.654,63.89,12.8,20,NA
1422,670,"Dd7.2",40,11157430.86,3.814,56.59,20,20,NA
1423,1035,"Dn4.3",77,11154186.89,4.037,75.51,20,20,NA
1424,396,"Dd4.1",8,11151622.99,3.849,62.63,9.4,13.9,NA
1425,593,"Dc1.1",0,11136377.33,3.863,62.61,12.5,8.5,NA
1426,644,"Do1.1",22,11123209.9,3.285,77.83,9.9,13.3,NA
1427,764,"Dc3.2",31,11122513.12,3.823,62,7.5,17.7,NA
1428,680,"Do4.1",25,11120704.06,3.646,63.86,9.2,20,NA
1429,321,"Do2.3",81,11103555.73,3.792,71.61,5,20,NA
1430,864,"Df1.2",41,11098188.5,3.731,74.41,20,12.7,NA
1431,620,"Do5.1",26,11096667.44,3.624,63.88,10.8,20,NA
1432,946,"Dn2.3",75,11089284.27,3.835,74.19,20,17.3,NA
1433,727,"Dd2.2",35,11088178.85,3.728,74.43,17.2,20,NA
1434,482,"Dn4.3",77,11082644.08,3.871,71.01,7.5,11.5,NA
1435,848,"Dn6.3",79,11080452.77,1.31,30.12,18.5,20,NA
1436,1002,"Df2.2",42,11068972.06,4.031,75.48,20,13.6,NA
1437,382,"Dd4.1",8,11067860.73,3.634,64.49,7,13,NA
1438,782,"Dc5.2",33,11063395.32,3.82,62.01,5.8,12,NA
1439,807,"Df2.2",42,11055208.79,3.728,61.98,17.2,12.9,NA
1440,861,"Dn4.3",77,11045884.12,4.118,79.09,17.3,7.8,NA
1441,684,"Dd7.3",69,11038613.23,3.736,74.42,16.3,5,NA
1442,689,"Dd6.3",68,11033021.9,3.429,77.87,12.1,18.1,NA
1443,488,"Dd7.3",69,11021205.13,3.682,65.67,10.2,11.5,NA
1444,901,"Df2.1",13,11013793.7,3.367,71.12,18.5,15.9,NA
1445,379,"Dd2.2",35,11011066.08,3.797,71.62,5.9,20,NA
1446,272,"Dd6.2",39,11005728.79,3.716,62.24,20,20,NA
1447,762,"Dd3.3",65,10975148.57,3.842,62.59,15.4,20,NA
1448,390,"Dn6.3",79,10969502.21,5.138,93.76,6.7,5,NA
1449,1153,"Dd5.2",38,10968516.99,3.687,62.6,17.7,20,NA
1450,397,"Dn6.1",21,10952059.58,5.138,93.76,6.9,5,NA
1451,908,"Do5.1",26,10951704.27,3.835,74.2,20,7.3,NA
1452,1183,"Do5.2",55,10942905,3.322,71.65,18.3,8.8,NA
1453,858,"Dd5.1",9,10941374.71,3.817,61.9,15.6,5,NA
1454,551,"Df4.3",73,10936749,3.781,62.53,9.8,13.2,NA
1455,644,"Dd7.3",69,10932945.08,3.647,63.78,7.8,20,NA
1456,1064,"Dc1.3",58,10931772.44,3.325,71.66,15.3,16.5,NA
1457,879,"Df1.1",12,10924310.42,3.73,74.41,20,10.1,NA
1458,949,"Do2.3",81,10921207.3,3.831,74.19,20,20,NA
1459,926,"Do3.3",82,10905984.75,1.364,30.5,20,20,NA
1460,463,"Df3.3",72,10903627.08,3.799,62.05,8.3,20,NA
1461,831,"Dn3.2",47,10887734.23,3.674,62.54,20,20,NA
1462,1187,"Dd3.2",36,10885301.03,1.304,30.23,18.7,20,NA
1463,1248,"Dd7.3",69,10865886.11,3.68,62.6,19.3,20,NA
1464,910,"Dn4.1",19,10858397.74,3.463,72.96,20,16.5,NA
1465,484,"Dd2.1",6,10856135.42,3.795,69.19,7.4,11.7,NA
1466,1049,"Dn1.3",74,10843271.79,3.333,71.6,15.8,20,NA
1467,401,"Dd2.1",6,10822958.01,3.797,71.62,5.8,20,NA
1468,967,"Dc4.1",3,10796575.63,1.362,30.47,20,20,NA
1469,630,"Dd5.2",38,10787104.37,4.026,64.42,11.9,12.7,NA
1470,928,"Dd6.2",39,10782324.88,3.507,74.7,20,20,NA
1471,947,"Do2.1",23,10782233.91,3.831,74.2,20,10.3,NA
1472,859,"Dn3.2",47,10771858.48,3.863,62.54,20,20,NA
1473,753,"Df1.2",41,10766995.17,3.734,61.97,15.7,5,NA
1474,536,"Do7.1",28,10763882.94,3.682,65.63,9.5,12.3,NA
1475,795,"Do2.3",81,10759271.43,3.768,83.46,15.7,20,NA
1476,880,"Do3.3",82,10755174.3,2.322,34.82,20,20,NA
1477,1025,"Dd2.1",6,10751569.74,3.817,61.92,20,5,NA
1478,655,"Dd7.3",69,10744223.38,3.801,62.01,9.2,20,NA
1479,891,"Do1.3",80,10741766.81,3.696,62.52,20,20,NA
1480,364,"Do2.1",23,10733151.93,3.231,54.56,5,10.2,NA
1481,777,"Dd4.3",66,10731882.93,3.813,56.57,20,20,NA
1482,675,"Df2.1",13,10727140.77,3.64,63.87,8.7,20,NA
1483,327,"Dd4.3",66,10711732.08,3.647,64.23,8.2,20,NA
1484,755,"Dn4.1",19,10704419.2,4.508,97.95,14.8,6.3,NA
1485,405,"Df4.1",15,10695071.98,5.396,93.46,7.2,5,NA
1486,798,"Dd3.2",36,10694913.69,3.678,74.7,20,20,NA
1487,552,"Dn6.3",79,10691476.59,1.271,30.53,9.3,20,NA
1488,993,"Dn6.1",21,10689361.91,3.692,74.66,20,15.8,NA
1489,437,"Do3.3",82,10686793.9,3.311,49.12,5,20,NA
1490,696,"Df1.1",12,10686735.13,3.647,63.84,9.4,20,NA
1491,510,"Do5.2",55,10679923.79,3.626,63.85,10.2,20,NA
1492,632,"Do7.1",28,10669954.96,3.843,62.62,5,7,NA
1493,833,"Do4.1",25,10661779.58,1.604,25.84,20,20,NA
1494,811,"Dc4.1",3,10656530.66,3.856,56.64,20,20,NA
1495,623,"Dd7.2",40,10656295.38,3.801,62.04,9.5,20,NA
1496,944,"Dd6.3",68,10655310.58,3.508,74.7,20,20,NA
1497,404,"Df4.3",73,10651487.03,5.396,93.46,6.9,5,NA
1498,586,"Do3.3",82,10647363.39,2.808,41.04,8,7.8,NA
1499,706,"Dd6.2",39,10643909.1,3.426,77.88,11.7,18.8,NA
1500,728,"Do5.2",55,10642519.68,3.683,74.67,14.9,5.1,NA
1501,773,"Dd3.3",65,10642166.96,3.794,62.28,20,20,NA
1502,768,"Df2.1",13,10630156.37,3.441,73.01,15.6,20,NA
1503,670,"Df3.3",72,10627959.86,3.727,74.43,15.4,8.6,NA
1504,426,"Dd1.2",34,10623964.07,3.849,62.62,12.6,20,NA
1505,925,"Do2.3",81,10620986.91,3.727,61.97,20,20,NA
1506,357,"Do2.3",81,10611590.53,3.231,54.56,5,7.6,NA
1507,662,"Df2.1",13,10605480.67,1.265,17.65,9.3,5,NA
1508,554,"Do7.1",28,10603490.8,3.485,65.63,8.8,20,NA
1509,929,"Do1.1",22,10596918.59,1.364,30.5,20,20,NA
1510,829,"Do4.3",83,10595781.45,1.603,25.84,20,20,NA
1511,344,"Dd5.2",38,10586955.27,3.805,62.18,13.5,20,NA
1512,948,"Do1.3",80,10583122.65,3.659,62.63,20,20,NA
1513,926,"Do2.1",23,10573564.72,2.322,34.82,20,20,NA
1514,853,"Do1.1",22,10571223.1,3.78,72.77,17.1,17.4,NA
1515,871,"Dn3.1",18,10557355.22,3.674,62.53,20,20,NA
1516,711,"Dc2.1",1,10546606.98,3.823,62.01,5,5.3,NA
1517,328,"Do2.1",23,10540979.84,3.792,69.15,5,10.5,NA
1518,316,"Do1.1",22,10538943.67,3.227,54.54,5.2,11.6,NA
1519,765,"Dc1.3",58,10537150.72,3.82,61.94,5.8,5,NA
1520,943,"Do1.3",80,10531234.47,4.339,69.18,20,20,NA
1521,863,"Dn2.3",75,10521878.48,3.731,74.44,20,20,NA
1522,725,"Dc2.3",59,10509208.02,3.823,62.01,5,5,NA
1523,664,"Df2.2",42,10501657.97,3.799,61.98,11.6,20,NA
1524,744,"Dd3.2",36,10492105.42,3.842,62.58,14.9,20,NA
1525,532,"Do7.2",57,10491693.67,3.486,65.63,9,20,NA
1526,896,"Dn1.3",74,10488712.21,3.662,62.61,12.5,19.4,NA
1527,751,"Dc3.1",2,10479872.03,3.3,71.52,16.3,20,NA
1528,310,"Dd6.3",68,10472280.86,3.717,62.25,20,20,NA
1529,1228,"Dn4.3",77,10465089.87,3.663,62.6,20,20,NA
1530,899,"Dn3.1",18,10451167.75,3.863,62.54,20,20,NA
1531,827,"Dd2.1",6,10446413.6,3.816,56.58,20,18.8,NA
1532,942,"Df2.2",42,10445822.5,3.367,71.12,20,5.7,NA
1533,751,"Dc3.2",31,10440934.15,3.302,71.53,17.1,20,NA
1534,810,"Dd3.3",65,10433129.03,3.678,74.69,19.1,20,NA
1535,701,"Dd7.3",69,10432205.81,3.65,64.45,10.4,20,NA
1536,808,"Df1.1",12,10390605.02,3.734,61.99,14.9,5,NA
1537,347,"Df3.1",14,10385565.94,3.348,49.76,5,5,NA
1538,402,"Dd6.2",39,10384156.46,3.797,69.17,6.6,20,NA
1539,651,"Dd4.1",8,10382307.81,3.802,62.02,7.5,19.4,NA
1540,377,"Dd6.2",39,10365505.09,3.798,71.62,5.2,20,NA
1541,508,"Dd7.2",40,10358976.12,3.667,65.67,9.4,14.1,NA
1542,491,"Dd3.2",36,10357666.79,5.113,93.77,7.6,9.5,NA
1543,629,"Do5.2",55,10353639.08,3.384,73.6,12,13.3,NA
1544,359,"Do6.1",27,10353338.25,3.348,49.75,5,5,NA
1545,1010,"Dd5.2",38,10351120.23,3.822,61.92,18.4,13.5,NA
1546,992,"Dc3.1",2,10339376.6,0.896,14.327,19.8,10.4,NA
1547,935,"Dd3.2",36,10337617.63,3.782,72.81,18.3,20,NA
1548,528,"Do7.2",57,10334631.42,3.682,65.63,9.5,7.8,NA
1549,1098,"Df4.1",15,10325447.81,4.034,75.49,20,15.5,NA
1550,962,"Do5.1",26,10322900.37,3.731,61.98,19.1,5,NA
1551,817,"Dn2.1",17,10311798.28,3.734,74.44,20,20,NA
1552,876,"Dc5.3",62,10299960.03,1.599,25.91,20,20,NA
1553,1088,"Do1.1",22,10295920.28,3.131,76.11,20,11,NA
1554,497,"Dd3.3",65,10291075.61,5.113,93.76,7.1,10.7,NA
1555,748,"Df1.1",12,10282590.96,4.108,79.11,13.9,5,NA
1556,705,"Df2.2",42,10282052.63,3.64,63.88,9.4,20,NA
1557,612,"Dn6.1",21,10272589.99,1.272,30.54,8.7,20,NA
1558,721,"Dd7.2",40,10271056.81,3.733,74.42,15.2,5,NA
1559,1075,"Df4.3",73,10271018.74,4.034,75.49,20,14.6,NA
1560,463,"Dd1.1",5,10269699.03,3.667,65.67,8.9,5,NA
1561,1077,"Do1.1",22,10239336.24,3.348,77.91,20,20,NA
1562,309,"Do1.3",80,10231910.5,3.228,54.54,5,5,NA
1563,957,"Dd3.3",65,10221420.85,3.782,72.8,18.8,20,NA
1564,1014,"Df2.1",13,10216449.08,3.313,71.69,12.2,20,NA
1565,966,"Do2.3",81,10214877.47,2.324,34.81,20,20,NA
1566,355,"Do2.3",81,10211799.28,3.791,69.15,5,13.3,NA
1567,1081,"Dn4.1",19,10206424.67,3.786,72.82,20,17.3,NA
1568,840,"Dn3.1",18,10203807.76,1.414,20.67,14.8,13,NA
1569,769,"Dc4.3",61,10197679.57,3.292,71.54,16.2,20,NA
1570,674,"Dd6.2",39,10183487.67,3.488,65.66,13,20,NA
1571,987,"Dc3.2",31,10174412.93,0.896,14.33,20,9.9,NA
1572,581,"Dd2.2",35,10173293,3.676,65.68,11,16.9,NA
1573,724,"Dd2.2",35,10170377.07,3.642,63.78,7.5,20,NA
1574,513,"Do4.1",25,10164589.49,3.31,49.12,5,20,NA
1575,429,"Do6.1",27,10147390.43,3.797,71.62,5,20,NA
1576,805,"Dc5.3",62,10143058.55,3.822,62.01,5.3,13.9,NA
1577,318,"Dd1.2",34,10137290.04,3.8,62.16,9,20,NA
1578,892,"Do1.3",80,10135548.79,3.781,72.76,17.5,16.5,NA
1579,1001,"Dn2.1",17,10132157.26,3.734,62.02,19.2,5.7,NA
1580,656,"Df2.1",13,10130935.03,3.77,83.53,10,14.9,NA
1581,1000,"Dn2.1",17,10128313.43,3.373,71.15,20,20,NA
1582,1190,"Dn2.3",75,10118786.38,3.7,62.5,18.8,20,NA
1583,366,"Do1.1",22,10111564.81,3.31,49.1,5,14.3,NA
1584,686,"Df2.2",42,10106887.34,1.265,17.65,9.7,5,NA
1585,613,"Dd1.1",5,10099904.63,4.027,64.39,8.3,10.7,NA
1586,417,"Df2.1",13,10098509.23,3.348,49.73,5,5,NA
1587,758,"Do2.1",23,10091873.41,3.645,64.35,10.8,20,NA
1588,799,"Dn3.2",47,10089723.74,1.415,20.67,14.1,11.6,NA
1589,894,"Dd6.3",68,10087677.04,3.428,71.07,14.7,20,NA
1590,755,"Dd3.2",36,10085392.5,3.794,62.28,20,20,NA
1591,968,"Dn2.3",75,10068474.36,3.734,62.01,18.9,14.7,NA
1592,1063,"Do7.2",57,10063067.98,2.06,27.97,20,20,NA
1593,798,"Dd4.3",66,10058433.94,3.816,61.91,13.4,5,NA
1594,816,"Dd3.3",65,10049129.89,3.288,77.81,11.8,20,NA
1595,1296,"Dd6.3",68,10046809.12,3.799,56.5,20,20,NA
1596,801,"Dd3.2",36,10040587.65,3.288,77.81,11.9,20,NA
1597,662,"Do7.2",57,10035905.83,3.843,62.62,5,8.9,NA
1598,690,"Df1.2",41,10035360.21,3.647,63.83,8.2,20,NA
1599,817,"Dd2.2",35,10031497.92,3.816,56.58,20,15.2,NA
1600,732,"Dd6.2",39,10020276.25,3.819,56.58,20,20,NA
1601,861,"Do5.2",55,10013992.66,3.733,61.98,17.2,5,NA
1602,475,"Do5.1",26,10008159.28,5.398,93.48,6.8,5,NA
1603,604,"Dd1.2",34,10004254.23,4.027,64.38,8.4,15.1,NA
1604,1101,"Dn5.2",49,9998403.8,3.706,62.48,17,20,NA
1605,1035,"Df4.1",15,9992261.8,3.374,71.12,20,13.1,NA
1606,855,"Dc5.2",33,9988871.64,1.601,25.92,20,20,NA
1607,486,"Do5.2",55,9978477.23,5.4,93.47,6.6,5,NA
1608,708,"Dd6.2",39,9964036.48,4.944,102.3,13,5,NA
1609,1067,"Do2.1",23,9963537.49,3.642,63.73,20,9,NA
1610,795,"Df2.2",42,9957289.7,3.441,73.01,15.6,20,NA
1611,812,"Do5.2",55,9952858.87,3.651,63.83,11,18.2,NA
1612,995,"Do4.3",83,9941134.51,1.301,30.26,11.9,20,NA
1613,803,"Df2.1",13,9938685.83,0.945,17.12,13.4,20,NA
1614,837,"Dd6.2",39,9932712.19,3.426,71.08,14.1,20,NA
1615,636,"Dd2.1",6,9932047.07,3.677,65.68,11,15.1,NA
1616,554,"Dd4.3",66,9928674.84,3.646,63.69,7.7,20,NA
1617,543,"Do6.1",27,9923328.67,3.796,69.16,6.3,18.3,NA
1618,764,"Dd3.3",65,9894305.42,3.821,56.54,20,20,NA
1619,453,"Dd6.3",68,9890775.74,3.798,69.16,6.5,15.1,NA
1620,1004,"Do3.2",53,9890530.36,1.363,30.5,20,20,NA
1621,579,"Dc1.1",0,9886266.15,6.731,136.93,7.1,8.8,NA
1622,938,"Do2.1",23,9880718.69,4.099,79.14,17.4,10.5,NA
1623,527,"Do6.2",56,9876989.76,3.797,69.16,7.1,20,NA
1624,672,"Dd4.3",66,9866327.57,4.007,64.4,5,20,NA
1625,753,"Dd2.1",6,9855463.01,3.643,63.88,6,20,NA
1626,907,"Df4.1",15,9855225.96,3.448,72.99,18.2,20,NA
1627,804,"Do1.1",22,9840517.97,2.784,41.01,15.7,15.3,NA
1628,1042,"Dn1.2",45,9836055.21,3.332,71.62,14.3,20,NA
1629,633,"Dd5.1",9,9835013.33,4.025,64.4,8.4,11.9,NA
1630,1021,"Dd3.2",36,9833753.91,3.698,72.78,20,20,NA
1631,501,"Dc1.3",58,9827628.46,6.739,137.13,7.2,8.6,NA
1632,525,"Dn2.1",17,9826420.31,5.397,93.47,7.2,5,NA
1633,703,"Do1.3",80,9799205.29,3.286,77.82,9.7,11.8,NA
1634,671,"Do3.3",82,9793103.88,3.291,71.55,13.5,20,NA
1635,855,"Do1.3",80,9792418.37,4.48,97.99,13.7,5,NA
1636,1143,"Dn2.1",17,9786571.59,4.033,75.52,20,20,NA
1637,1034,"Dd3.3",65,9781353.93,3.698,72.78,20,19.6,NA
1638,631,"Dd4.3",66,9780212.57,3.665,65.65,5,18.1,NA
1639,1059,"Do4.3",83,9778167.37,3.313,71.7,13.7,9.7,NA
1640,896,"Df4.1",15,9768036.94,3.734,61.99,16.1,5,NA
1641,625,"Dd7.2",40,9767916.71,4.026,64.38,8.6,10.3,NA
1642,697,"Df1.1",12,9761744.08,3.775,83.51,10.5,20,NA
1643,722,"Dd6.3",68,9760252.32,4.946,102.3,12.9,5,NA
1644,945,"Do3.2",53,9754090.23,2.321,34.83,20,20,NA
1645,958,"Dn6.3",79,9738137.06,3.692,74.66,19.6,19.6,NA
1646,1017,"Df4.3",73,9735011.5,3.373,71.12,20,5.4,NA
1647,902,"Dn3.2",47,9716100.61,3.29,71.49,20,20,NA
1648,660,"Do2.1",23,9713142.33,3.481,65.64,10.2,20,NA
1649,1142,"Do5.2",55,9707958.32,4.03,75.52,20,18.5,NA
1650,911,"Do5.1",26,9703938.25,4.104,79.14,16.7,5.8,NA
1651,869,"Dn1.2",45,9692814.64,3.66,62.61,11.6,20,NA
1652,959,"Do2.1",23,9685472.94,2.606,41.02,20,11.1,NA
1653,995,"Dd2.2",35,9682601.47,3.817,61.92,20,5,NA
1654,953,"Do2.1",23,9672314.82,3.727,61.98,16.8,20,NA
