"NO","PeakID","SampleID","SI","Amplitude","1H(CS)","13C(CS)","1H(LW)","13C(LW)","Designate_PC"
15212,8099,"Df2.2",42,605391.59,1.589,16.06,20,14.4,NA
15213,7566,"Dc1.3",58,605337.1,2.683,41.13,20,20,NA
15214,9321,"Dc4.3",61,605302.67,3.677,56.62,20,20,NA
15215,9071,"Dc5.2",33,605302.2,3.529,61.93,20,20,NA
15216,8876,"Dd5.2",38,605258.3,2.96,27.2,20,20,NA
15217,7048,"Dd3.2",36,605250.34,3.464,64.27,20,20,NA
15218,9140,"Dn2.1",17,605239.5,1.645,38.07,20,20,NA
15219,9336,"Dd3.2",36,605223.49,3.266,74.78,20,20,NA
15220,7736,"Dn2.1",17,605214.53,0.989,14.641,20,20,NA
15221,9152,"Dc1.3",58,605208.13,3.305,74.63,20,20,NA
15222,8669,"Df2.2",42,605188.8,1.041,57.46,20,20,NA
15223,8078,"Df1.1",12,605184.6,3.107,49.85,20,20,NA
15224,8137,"Dc1.3",58,605135.58,3.473,61.65,20,20,NA
15225,6111,"Do1.3",80,605135.01,3.515,64.21,17.1,20,NA
15226,8458,"Dc5.3",62,605083.67,2.188,28.45,20,20,NA
15227,9799,"Dn2.3",75,604973.39,3.419,65.17,20,20,NA
15228,9510,"Dn5.1",20,604922.76,2.628,41.56,20,20,NA
15229,8179,"Dd2.2",35,604820.8,1.919,22.59,20,20,NA
15230,9922,"Dn2.3",75,604793.01,3.99,74.75,20,20,NA
15231,8385,"Do5.1",26,604712.6,7.331,130.11,20,20,NA
15232,4750,"Do5.2",55,604613.35,2.564,30.01,5,20,NA
15233,9645,"Dc5.2",33,604585.37,3.577,74.51,20,20,NA
15234,8268,"Dd4.3",66,604535.88,3.712,65,20,20,NA
15235,9625,"Dn6.1",21,604529.68,3.205,77.81,20,20,NA
15236,10185,"Dd7.3",69,604499.4,3.653,72.97,20,20,NA
15237,7233,"Dd1.2",34,604472.99,4.435,63.85,20,20,NA
15238,7393,"Dd5.2",38,604446.53,3.462,77.37,20,20,NA
15239,8905,"Dn3.1",18,604424.44,1.116,57.21,20,20,NA
15240,5270,"Dc3.2",31,604416.6,3.774,72.9,5,20,NA
15241,7706,"Dd7.2",40,604378.06,6.95,111.96,20,20,NA
15242,8021,"Dn2.3",75,604377.18,4.328,104.62,20,20,NA
15243,7160,"Dc2.1",1,604368.68,5.262,70.46,18.7,5,NA
15244,9352,"Dd7.2",40,604341.85,6.686,115.9,20,20,NA
15245,8134,"Dd6.2",39,604319.39,6.956,117.02,20,20,NA
15246,5296,"Dc2.3",59,604318.16,3.348,77.93,5,20,NA
15247,8662,"Df3.3",72,604314.22,1.055,18.15,20,20,NA
15248,7919,"Do5.2",55,604196.98,1.248,24.04,20,5,NA
15249,5415,"Dn2.3",75,604191.12,1.134,14.669,10.6,20,NA
15250,6829,"Dn1.3",74,604180.36,2.175,32.35,20,20,NA
15251,7992,"Df4.1",15,604134.82,3.664,55.41,20,20,NA
15252,8100,"Dc4.3",61,604076.74,1.99,40.87,20,20,NA
15253,6689,"Do5.2",55,604051.9,3.91,80,20,20,NA
15254,9544,"Dd3.2",36,604043.8,3.671,56.66,20,20,NA
15255,8433,"Do5.1",26,604041.15,1.017,34.89,20,19.3,NA
15256,8506,"Dd3.3",65,604005.64,6.738,104.37,20,20,NA
15257,8146,"Dd4.1",8,603999.86,7.101,117.01,20,20,NA
15258,7987,"Dn3.2",47,603995.31,3.898,65.82,20,20,NA
15259,11748,"Dn2.3",75,603965.6,3.445,71.92,20,20,NA
15260,9021,"Dc5.2",33,603927.64,3.257,77.68,20,20,NA
15261,4080,"Dn5.2",49,603878.65,4.109,75.54,5,20,NA
15262,8583,"Do3.2",53,603841.12,1.123,40.88,20,20,NA
15263,7722,"Dc5.2",33,603816.03,3.442,61.62,20,20,NA
15264,4238,"Dd6.2",39,603786.17,3.303,49.59,5,5,NA
15265,5145,"Dn4.3",77,603750.91,3.674,74.66,5,7.3,NA
15266,10234,"Dn2.3",75,603697.47,2.02,26.87,20,20,NA
15267,5468,"Dc4.1",3,603688.42,3.462,65.6,5,20,NA
15268,6037,"Dn5.1",20,603581.29,1.258,19.78,12.9,20,NA
15269,8038,"Dd5.2",38,603556.15,1.522,15.64,20,20,NA
15270,7378,"Dn5.1",20,603489.74,0.97,21.39,20,5,NA
15271,8500,"Dc5.3",62,603483.76,1.143,40.82,20,20,NA
15272,6960,"Dd6.2",39,603388.97,1.023,17.72,16.9,20,NA
15273,5657,"Dc1.3",58,603370.36,3.316,48.91,5,5,NA
15274,10761,"Dn4.3",77,603335.84,2.018,26.87,20,20,NA
15275,11389,"Dd3.3",65,603317.39,3.306,74.85,20,20,NA
15276,6708,"Do4.3",83,603300.99,1.084,38.22,20,20,NA
15277,8340,"Do4.3",83,603264.18,6.753,115.68,20,20,NA
15278,10313,"Dd3.3",65,603238.4,3.485,62.44,20,20,NA
15279,7966,"Dc1.1",0,603178.43,3.471,61.65,20,20,NA
15280,9591,"Df4.1",15,603120.42,1.865,23.36,20,20,NA
15281,7101,"Df4.1",15,603115.37,4.019,65.05,20,5,NA
15282,7158,"Df3.1",14,603104.18,2.387,33.97,16.9,20,NA
15283,8561,"Dd3.3",65,603069.29,1.684,30.15,20,20,NA
15284,8678,"Df2.1",13,603042.86,3.701,64.98,20,20,NA
15285,10196,"Dc3.1",2,603018.38,3.558,75.3,20,20,NA
15286,8368,"Df2.2",42,603018.01,1.896,24.17,20,20,NA
15287,8224,"Dd7.2",40,602908.93,5.016,73.9,20,20,NA
15288,7610,"Df2.2",42,602875.84,3.807,64.85,20,20,NA
15289,7074,"Do5.2",55,602838.59,6.003,129.01,20,20,NA
15290,7739,"Dc2.1",1,602765.74,3.698,56.91,20,20,NA
15291,7696,"Df2.2",42,602752.15,0.971,12.1,20,20,NA
15292,5097,"Dc3.2",31,602737.23,3.164,76.1,5,20,NA
15293,9927,"Df2.2",42,602737.14,1.717,34.77,20,20,NA
15294,5875,"Dn2.1",17,602698.56,4.007,56.94,13.1,5,NA
15295,7594,"Dd7.2",40,602673.02,4.946,73.6,20,20,NA
15296,9934,"Dc2.1",1,602494.06,4.493,64.82,20,20,NA
15297,7834,"Dc4.1",3,602483.5,0.971,12.094,20,20,NA
15298,11450,"Do2.1",23,602456.21,3.291,72.84,20,20,NA
15299,11586,"Dc3.1",2,602301.19,3.417,65.24,20,20,NA
15300,14302,"Dn3.2",47,602269.87,1.154,30.65,20,20,NA
15301,6215,"Dd7.2",40,602159.04,5.173,102.57,14,20,NA
15302,5301,"Do3.3",82,602139.8,5.315,122.24,9.9,5,NA
15303,8305,"Dd2.2",35,602107.91,3.515,75.43,20,20,NA
15304,9618,"Df4.3",73,602061.42,1.868,23.36,20,20,NA
15305,7737,"Dc2.3",59,602053.32,0.975,21.86,20,20,NA
15306,8156,"Dc5.2",33,602001.27,4.381,64.78,20,20,NA
15307,15883,"Dc3.1",2,601928.32,3.877,74.9,20,20,NA
15308,7963,"Dd7.2",40,601923.81,3.517,72.2,20,20,NA
15309,8151,"Dn4.3",77,601904.34,3.773,60.27,20,20,NA
15310,5860,"Dd3.3",65,601873.63,3.765,72.2,12.5,5,NA
15311,6917,"Do7.2",57,601853.76,1.03,17.7,16.9,20,NA
15312,8141,"Dd3.3",65,601814.86,1.38,26.23,20,20,NA
15313,5951,"Do1.1",22,601807.03,3.178,41.45,11.8,8.6,NA
15314,9354,"Dd2.1",6,601729.69,3.756,64.59,19.5,20,NA
15315,9064,"Dc2.3",59,601678.53,1.805,35.5,20,20,NA
15316,10118,"Dn3.1",18,601600.49,1.826,29.75,20,20,NA
15317,9599,"Dn5.2",49,601572.91,3.203,77.88,20,20,NA
15318,9132,"Do3.3",82,601567.35,3.527,63.64,20,20,NA
15319,5067,"Df2.1",13,601523.79,3.746,62.52,5,20,NA
15320,7502,"Dn3.2",47,601491.28,1.842,38.37,20,20,NA
15321,8477,"Dn5.1",20,601414.48,0.963,14.107,20,20,NA
15322,8491,"Dd7.2",40,601261.12,3.207,41.68,20,20,NA
15323,7816,"Dn2.1",17,601245.86,2.732,38.72,20,20,NA
15324,11529,"Dc1.1",0,601240.65,3.534,61.92,20,20,NA
15325,9317,"Do5.2",55,601228.58,1.838,29.14,20,20,NA
15326,6589,"Dd7.3",69,601185.27,3.774,70.97,20,5,NA
15327,8569,"Do1.3",80,601154.33,1.089,57.2,20,20,NA
15328,5240,"Dn3.1",18,601152.07,3.354,73.62,5,20,NA
15329,6799,"Df2.2",42,601088.1,3.895,69.84,19.2,20,NA
15330,7290,"Dd1.1",5,601055.59,3.71,72.71,20,20,NA
15331,9419,"Df4.1",15,601029.31,1.09,40.62,19.7,20,NA
15332,8813,"Df3.3",72,601026.71,1.056,57.47,18,20,NA
15333,10177,"Dc2.3",59,600961.58,6.808,116.31,20,20,NA
15334,7782,"Dn2.1",17,600952.23,4.078,73.16,20,20,NA
15335,9248,"Dn5.2",49,600908.4,3.584,63.33,20,20,NA
15336,9766,"Dc5.2",33,600778.09,3.675,56.6,20,20,NA
15337,4968,"Do4.1",25,600756.58,3.693,55.37,5.4,20,NA
15338,8536,"Dd6.2",39,600703.95,4.918,73.79,20,20,NA
15339,8877,"Do4.1",25,600652.45,0.873,20.49,20,20,NA
15340,8859,"Dc4.3",61,600640.44,4.369,64.77,20,20,NA
15341,8073,"Df2.2",42,600529.35,3.985,68.58,20,20,NA
15342,9767,"Dd6.2",39,600475.97,3.209,74.84,20,20,NA
15343,8070,"Dd6.2",39,600469.63,5.015,73.89,20,20,NA
15344,8913,"Dd3.2",36,600445.06,3.399,71.9,20,20,NA
15345,8340,"Dd5.1",9,600440.24,4.333,104.59,20,20,NA
15346,8469,"Dc1.3",58,600431.16,3.419,61.92,20,20,NA
15347,5016,"Df4.1",15,600395.68,2.866,43.15,7.1,20,NA
15348,8571,"Do5.2",55,600391.41,1.093,57.19,20,20,NA
15349,6138,"Dn4.1",19,600347.05,4.013,56.97,13.1,5,NA
15350,5238,"Dd2.2",35,600339.5,3.994,56.93,9.6,5,NA
15351,5083,"Do4.3",83,600326.92,5.314,122.24,9,5,NA
15352,7278,"Dc5.3",62,600316.7,3.963,77.77,20,20,NA
