ID,GroupID,SI,Amplitude,Center,LW..Hz.
14490,2524,75,349184.23,"4.229,  63.83","20.0,   20.0"
14525,1418,75,355394.16,"2.555,  41.53","20.0,   20.0"
14556,3712,75,436368.84,"1.756,  38.76","20.0,   20.0"
14581,4697,75,206869.21,"1.384,  50.86","13.5,   20.0"
14601,4705,75,281993.9,"5.020,  75.01","20.0,   20.0"
14640,3667,75,205973.67,"3.445,  82.43","17.7,    5.0"
14642,4721,75,250271.43,"4.702,  80.33","20.0,   20.0"
14653,3810,75,272359.94,"3.828,  78.10","20.0,   20.0"
14665,2958,75,323946.48,"1.294,  21.42","20.0,   20.0"
14682,1275,75,305556.83,"2.356,  52.02","20.0,   20.0"
14708,4740,75,283991.35,"1.022,  26.25","20.0,   20.0"
14715,3399,75,392086.58,"1.789,  33.72","20.0,   20.0"
14728,3791,75,416031.71,"1.541,  25.09","20.0,   20.0"
14734,3625,75,503010.76,"1.194,  29.68","20.0,   20.0"
14763,2473,75,168982.71,"2.078, 11.780","10.0,   20.0"
14777,3791,75,412006.35,"1.855,  27.75","20.0,   20.0"
14796,2524,75,374067.47,"4.155,  63.23","20.0,   20.0"
14837,1658,75,290973.23,"3.479,  75.96","20.0,   20.0"
14881,4797,75,313654.09,"1.913,  42.45","20.0,   20.0"
14904,2872,75,335335.52,"3.697,  55.47","20.0,   20.0"
14941,333,75,372089.59,"0.973,  18.74","20.0,   20.0"
14943,3791,75,270506.49,"2.066,  26.70","20.0,   20.0"
14994,4830,75,415926.05,"1.969,  36.93","20.0,   20.0"
15009,2958,75,310500.59,"1.261,  23.18","20.0,   20.0"
15015,4839,75,387320.53,"2.170,  29.07","20.0,   20.0"
15021,4842,75,400558.98,"2.293,  30.45","20.0,   20.0"
15033,4845,75,295193.46,"3.050,  73.07","20.0,   20.0"
15034,3791,75,320538.24,"1.977,  28.83","20.0,   20.0"
15065,2958,75,344813.12,"1.507,  26.79","20.0,   20.0"
15091,333,75,338576.48,"1.200,  19.22","20.0,   20.0"
15101,4872,75,140086.98,"3.416,  57.16","6.9,   20.0"
15108,4874,75,308366.66,"2.221,  42.80","20.0,   20.0"
15124,2958,75,375138.44,"1.070,  25.19","20.0,   20.0"
15137,4884,75,267275.87,"1.085,  36.12","20.0,   20.0"
15162,4298,75,330012.46,"1.870,  40.67","20.0,   20.0"
15173,2814,75,372351.51,"1.113,  38.37","20.0,   20.0"
15291,2958,75,241051.67,"1.380,  21.15","20.0,   20.0"
15318,4950,75,313678.68,"1.640,  42.18","20.0,   20.0"
15325,559,75,146956.09,"4.002,  65.07","9.0,    5.0"
15329,1658,75,75874.08,"3.450,  73.91","5.0,    5.0"
15344,2067,75,266097.41,"0.819, 12.584","20.0,   20.0"
15345,3791,75,324829.49,"1.951,  28.98","20.0,   20.0"
15348,333,75,322707.14,"0.928,  21.44","20.0,   20.0"
15367,4967,75,275263.95,"3.553,  70.15","20.0,   20.0"
15379,663,75,278689.08,"2.504,  46.76","20.0,   20.0"
15389,4134,75,227551.05,"2.268,  55.51","20.0,   20.0"
15400,3791,75,396179.28,"1.646,  25.10","20.0,   20.0"
15421,4991,75,252257.42,"2.403,  46.36","20.0,   20.0"
15442,4998,75,336715.65,"1.784,  21.47","20.0,   20.0"
15503,352,75,318244.14,"3.962,  72.06","20.0,   20.0"
15515,352,75,330013.4,"4.057,  72.48","20.0,   20.0"
15558,5033,75,242650.61,"3.906,  79.12","20.0,   20.0"
15587,5045,75,268285.34,"4.408, 100.59","20.0,   20.0"
26,15,76,33343554.84,"1.284,  30.55","9.9,   20.0"
727,15,76,13777384.28,"1.323,  30.09","20.0,   20.0"
819,3700,76,10192165.81,"1.414,  20.67","14.4,   11.7"
847,357,76,11163330.63,"3.673,  62.53","20.0,   20.0"
872,357,76,10867073.9,"3.862,  62.54","20.0,   20.0"
884,732,76,6391019.74,"3.309,  49.13","5.0,   20.0"
919,2681,76,9859838.94,"3.289,  71.49","20.0,   20.0"
962,357,76,8386911.26,"3.761,  63.23","13.2,   20.0"
1063,390,76,8118044.96,"3.355,  77.93","20.0,   20.0"
1084,2319,76,8806187.27,"0.942,  15.21","19.1,   20.0"
1101,390,76,8827224.19,"3.286,  77.80","20.0,   20.0"
1158,448,76,6368734.29,"3.757,  56.39","14.4,   20.0"
1212,422,76,8478235.6,"0.900, 14.309","20.0,   20.0"
1217,901,76,6007477.05,"1.167,  23.57","13.5,   20.0"
1299,448,76,5702983.75,"3.847,  56.59","20.0,   17.3"
1303,448,76,5812647.75,"3.815,  56.49","20.0,   20.0"
1355,1442,76,4684832.75,"3.620,  63.91","13.3,   20.0"
1379,470,76,3670381.59,"5.395,  93.48","6.8,    5.0"
1385,15,76,8244130.99,"1.301,  30.22","15.6,   20.0"
1445,448,76,3849059.68,"3.741,  55.48","10.1,    5.0"
1523,3700,76,5057285.81,"1.358,  21.23","16.3,   20.0"
1533,527,76,3581101.52,"2.778,  44.12","7.0,   20.0"
1724,580,76,3101939.98,"3.768,  83.55","9.6,   18.9"
1738,901,76,3306696.96,"1.134,  24.05","11.3,   20.0"
1763,595,76,4432725.77,"1.602,  25.91","20.0,   20.0"
1789,357,76,5392932.69,"3.697,  62.45","20.0,   20.0"
1794,1442,76,4618209.27,"3.518,  66.52","20.0,   20.0"
1820,357,76,1456756.68,"3.710,  62.16","20.0,   20.0"
1846,620,76,2237922.05,"3.222,  54.55","6.0,   12.9"
1869,448,76,5315498.83,"3.792,  56.52","20.0,   20.0"
1876,357,76,3323257.64,"3.801,  62.10","16.8,   20.0"
1922,2681,76,3551072.78,"3.360,  71.19","20.0,   20.0"
1947,661,76,2418881.24,"2.536,  31.27","5.0,   20.0"
1953,448,76,4126121.18,"3.882,  56.49","20.0,   20.0"
1955,767,76,4448928.27,"3.832,  74.21","20.0,   20.0"
1958,664,76,3764368.5,"4.098,  79.16","17.3,   13.0"
1978,1442,76,3160791.03,"3.643,  63.90","8.4,   20.0"
1981,767,76,3549139.78,"3.716,  74.44","20.0,   20.0"
1991,390,76,3962613.44,"3.260,  77.71","19.6,   20.0"
2036,767,76,3718052.66,"3.436,  73.02","20.0,   20.0"
2043,692,76,2261639.68,"5.114,  93.78","6.7,    8.4"
2052,2319,76,3920127.27,"0.860,  20.05","20.0,   20.0"
2069,2319,76,3332323.27,"1.011,  19.70","20.0,   20.0"
2095,2319,76,3655602.31,"0.979,  20.78","20.0,   20.0"
2153,722,76,3407207.41,"1.282,  32.87","20.0,   20.0"
2165,767,76,3611525.96,"3.168,  74.96","20.0,   20.0"
2167,901,76,3367572,"1.316,  23.54","20.0,   20.0"
2174,2319,76,3177266.95,"0.840,  19.36","16.5,   20.0"
2177,357,76,5263828.85,"3.651,  62.62","20.0,   20.0"
2197,732,76,1846189.87,"3.348,  49.70","5.0,    5.0"
2200,906,76,3730445.05,"2.257,  35.42","20.0,   20.0"
2224,15,76,2806450,"1.469,  29.16","13.7,   20.0"
2228,2319,76,3410922.32,"1.067,  22.15","17.7,   20.0"
2275,756,76,3269000.53,"4.483,  98.05","15.1,   20.0"
2286,761,76,2846297.37,"1.914,  26.25","17.6,   20.0"
2291,2681,76,3921007.44,"3.312,  71.54","20.0,   20.0"
2308,767,76,3867320.52,"4.027,  75.52","20.0,   20.0"
2343,390,76,3978705.6,"3.376,  77.76","20.0,   20.0"
2399,357,76,3130336.7,"3.881,  62.50","13.4,   20.0"
2415,1442,76,3184838.27,"3.591,  64.27","20.0,   20.0"
2416,798,76,2167327.35,"4.352,  67.36","9.7,   14.2"
2419,799,76,1727077.33,"6.716, 136.64","6.8,    5.0"
2433,357,76,3196969.63,"3.727,  61.97","15.2,   20.0"
2440,801,76,1492270.78,"3.271,  53.66","5.0,   13.5"
2472,812,76,2245073.37,"2.338,  47.19","13.4,   20.0"
2487,817,76,1539571.16,"0.704, 12.131","7.8,    5.0"
2506,1076,76,3355628.7,"4.251, 104.21","20.0,   20.0"
2516,901,76,4977836.55,"1.296,  29.46","20.0,   20.0"
2555,799,76,1469725.84,"6.682, 136.25","5.0,   20.0"
2557,2319,76,2534886.99,"1.021,  21.36","20.0,   20.0"
2595,901,76,1697824.41,"1.364,  25.26","10.2,   20.0"
2633,767,76,2715417.39,"3.783,  72.78","20.0,   20.0"
2638,767,76,2680956.55,"3.641,  73.04","20.0,   20.0"
2644,2319,76,2682009.94,"0.940,  19.14","20.0,   20.0"
2668,2319,76,2168272.81,"1.058,  21.02","12.5,   20.0"
2672,15,76,3288970.97,"1.340,  30.44","20.0,   20.0"
2704,894,76,1497621.16,"1.861,  18.59","5.7,    6.4"
2715,357,76,1829428.64,"3.777,  62.56","11.0,   20.0"
2721,901,76,1892910.09,"1.349,  24.10","13.8,   20.0"
2737,906,76,2456409.64,"2.323,  34.82","20.0,   20.0"
2812,767,76,2916687.78,"3.198,  74.95","20.0,   20.0"
2817,448,76,2160236.21,"3.720,  56.39","17.6,   20.0"
2834,15,76,3339121.7,"1.340,  29.86","20.0,   20.0"
2852,357,76,2456163.98,"3.844,  62.67","15.0,   20.0"
2883,767,76,2446032.47,"3.368,  73.62","20.0,   20.0"
2894,1442,76,2288870.65,"3.521,  64.23","20.0,   20.0"
2905,957,76,1922914.61,"4.215,  63.76","12.8,   20.0"
2925,964,76,2585082.45,"2.061,  27.97","20.0,   20.0"
2928,901,76,2124988.05,"1.257,  28.00","20.0,   20.0"
2934,1442,76,2115394.55,"3.638,  64.60","20.0,   20.0"
2987,357,76,2709329.88,"3.819,  61.96","20.0,   20.0"
2998,990,76,2695236.16,"6.791, 114.46","20.0,   20.0"
3000,992,76,2451081.05,"3.135,  76.11","20.0,   20.0"
3019,2319,76,2257481.68,"0.920,  16.10","20.0,   20.0"
3029,767,76,2243669.17,"3.676,  74.69","20.0,   20.0"
3036,767,76,2115584.36,"3.248,  74.85","20.0,   20.0"
3039,1342,76,1277507.91,"2.324,  32.29","8.5,   20.0"
3092,1027,76,2274917.62,"3.969,  68.28","20.0,   20.0"
3113,1033,76,1504030.48,"3.905,  73.35","12.5,   20.0"
3136,1043,76,1079842.23,"5.986, 113.06","5.0,    5.0"
3156,1051,76,1359314.74,"4.715,  85.95","12.4,    5.0"
3163,901,76,1697796.12,"1.168,  29.03","20.0,   20.0"
3168,1442,76,2226054.79,"3.580,  63.29","20.0,   20.0"
3190,1065,76,1468194.09,"6.107, 114.79","10.4,   12.1"
3199,767,76,1634844.87,"3.845,  71.05","14.2,   20.0"
3204,2319,76,2261079.23,"0.968,  15.35","19.6,   20.0"
3208,390,76,2083984.16,"3.337,  77.99","15.0,   20.0"
3227,1076,76,2198950.22,"4.326, 103.98","20.0,   20.0"
3300,767,76,1121500.95,"3.888,  74.45","8.2,   20.0"
3304,595,76,2300686.92,"1.584,  26.15","20.0,   20.0"
3308,1105,76,2084333.5,"2.772,  38.21","20.0,   20.0"
3324,1114,76,2350387.51,"7.042, 130.29","20.0,   20.0"
3327,1342,76,1688849.75,"2.291,  32.29","19.9,   20.0"
3332,767,76,1507620.16,"3.792,  71.61","16.3,   20.0"
3334,1117,76,1723569.76,"0.879,  22.92","17.5,   20.0"
3337,2319,76,1937621.34,"0.954,  21.06","20.0,   20.0"
3384,1128,76,2133692.7,"3.401,  63.31","20.0,   20.0"
3418,1105,76,1953262.25,"2.700,  39.06","20.0,   20.0"
3428,1144,76,1237310.37,"3.792,  69.16","12.5,   20.0"
3443,1147,76,946188.95,"6.232, 104.85","5.1,    8.6"
3450,1150,76,932698.28,"6.283, 109.85","5.6,   14.3"
3516,964,76,2193350.89,"2.028,  27.95","20.0,   20.0"
3601,767,76,1705059.23,"3.948,  74.21","20.0,   20.0"
3677,767,76,1798614.61,"3.752,  74.15","20.0,   20.0"
3678,1228,76,1413218.05,"5.342, 130.69","16.7,   20.0"
3704,2319,76,1874058.63,"1.017,  20.78","20.0,   20.0"
3756,448,76,1576325.51,"3.689,  55.42","20.0,   20.0"
3757,2319,76,1406571.13,"0.869,  21.42","17.6,   20.0"
3758,901,76,1353344.26,"1.121,  24.64","20.0,   20.0"
3773,448,76,2257970.44,"3.829,  56.16","20.0,   20.0"
3776,448,76,1927661.51,"3.861,  56.87","20.0,    5.0"
3802,1257,76,1746561.93,"2.209,  46.45","20.0,   20.0"
3849,1270,76,1358773.03,"4.577,  75.70","20.0,   20.0"
3941,1300,76,1363441.75,"4.029,  64.30","20.0,   20.0"
3962,1309,76,1017855.98,"4.494,  70.31","10.5,   20.0"
4001,1317,76,890954.44,"4.350,  70.34","10.0,   20.0"
4015,1342,76,1102747.27,"2.174,  32.33","15.7,   20.0"
4017,15,76,1610773.89,"1.365,  30.51","20.0,   20.0"
4025,732,76,473188.74,"3.304,  49.55","5.0,    5.0"
4062,1340,76,1569861.1,"3.475,  76.48","20.0,   20.0"
4066,1342,76,987553.29,"2.427,  32.32","11.7,   20.0"
4087,390,76,1430554.97,"3.239,  77.68","18.2,   20.0"
4094,1351,76,924964.89,"2.750,  32.33","9.9,   20.0"
4096,1353,76,1105622.9,"1.998,  22.73","13.3,   20.0"
4107,1351,76,825422.39,"2.721,  32.33","8.7,   20.0"
4123,767,76,1631354.28,"3.149,  74.83","19.3,   20.0"
4130,1364,76,1203061.35,"2.651,  46.65","20.0,   20.0"
4179,957,76,893468.39,"4.198,  63.75","5.0,   10.4"
4191,3700,76,1379823.49,"1.358,  21.76","20.0,   20.0"
4203,1388,76,1665009.8,"2.312,  49.72","20.0,   20.0"
4250,1401,76,1418944.69,"0.868, 12.169","20.0,   20.0"
4265,357,76,1308565.76,"3.795,  62.67","11.5,    5.0"
4302,901,76,1331865.44,"1.203,  26.92","20.0,   20.0"
4305,906,76,1719992.67,"2.348,  34.80","20.0,   20.0"
4311,448,76,1103578.14,"3.680,  56.30","20.0,   20.0"
4316,1442,76,1413406.04,"3.601,  63.73","12.5,   20.0"
4320,448,76,1680737.11,"3.908,  56.60","20.0,   20.0"
4321,1424,76,1209611.08,"2.773,  26.39","20.0,    5.0"
4332,1442,76,1031166.31,"3.738,  64.45","20.0,   20.0"
4348,767,76,1199818.88,"3.579,  73.65","20.0,   20.0"
4362,1342,76,750537.98,"2.268,  32.28","7.2,   20.0"
4370,2319,76,1101575,"1.029,  22.30","20.0,   20.0"
4379,2319,76,1151870.15,"1.096,  22.49","15.1,   20.0"
4393,901,76,1210363.81,"1.231,  28.13","20.0,    5.0"
4396,1442,76,999288.14,"3.480,  65.65","20.0,   20.0"
4412,595,76,1597330.52,"1.622,  25.79","20.0,   20.0"
4439,761,76,1049376.48,"1.825,  26.55","20.0,   20.0"
4455,901,76,1072924.28,"1.360,  27.03","20.0,   20.0"
4520,1442,76,1100215.87,"3.682,  65.62","20.0,   20.0"
4549,901,76,1167223.04,"1.344,  27.93","20.0,   20.0"
4587,2324,76,1060803.11,"2.683,  43.49","16.5,   20.0"
4590,2681,76,1349544.34,"3.269,  71.39","17.5,   20.0"
4599,767,76,1208015.53,"3.464,  75.01","20.0,   20.0"
4647,2324,76,1062939.02,"2.671,  44.61","20.0,   20.0"
4651,1257,76,1135787.72,"2.138,  46.04","20.0,   20.0"
4684,1027,76,1389483.04,"3.942,  68.98","20.0,   20.0"
4694,15,76,1153320.97,"1.428,  29.53","20.0,   20.0"
4737,964,76,1009788.95,"2.098,  26.52","20.0,   20.0"
4744,767,76,1262398.12,"3.658,  73.67","20.0,   20.0"
4790,1544,76,1021540.23,"1.560,  28.19","20.0,   20.0"
4831,901,76,1310267.93,"1.293,  27.68","20.0,   20.0"
4843,767,76,728438.03,"3.421,  73.02","5.0,   20.0"
4846,817,76,1166367.08,"0.724, 12.404","20.0,   20.0"
4852,1342,76,916099.85,"2.204,  32.33","12.2,   20.0"
4858,1317,76,909679.93,"4.326,  70.34","11.5,   20.0"
4867,448,76,1296393.59,"3.826,  56.89","20.0,   20.0"
4878,2319,76,1073292.19,"0.971,  16.54","20.0,   20.0"
4891,1572,76,561162.72,"1.971,  21.44","5.0,   20.0"
4914,1442,76,1484222.57,"3.496,  64.36","20.0,   20.0"
4915,1342,76,730437.91,"2.453,  32.32","8.1,   20.0"
4961,901,76,1370969.19,"1.290,  23.57","20.0,   20.0"
4973,767,76,1440628.46,"3.223,  74.97","20.0,   20.0"
5054,1621,76,954708.49,"4.051,  73.27","20.0,   20.0"
5072,2681,76,1255363.28,"3.340,  71.28","19.8,   20.0"
5084,2319,76,914034.4,"1.137,  21.35","20.0,   20.0"
5090,3700,76,1202801.24,"1.521,  21.98","20.0,   20.0"
5127,2319,76,1040323.19,"0.909,  19.60","19.0,   20.0"
5140,1442,76,1143068.51,"3.619,  64.54","20.0,   20.0"
5175,448,76,828946.18,"3.802,  56.03","13.4,   20.0"
5190,901,76,1018144.84,"1.252,  29.38","20.0,   20.0"
5207,2319,76,1100997.89,"0.991,  20.19","20.0,   20.0"
5210,1076,76,1085260.66,"4.278, 104.42","20.0,   20.0"
5229,767,76,566222.99,"3.735,  74.46","5.0,   20.0"
5244,448,76,1022879.93,"3.863,  56.27","13.1,   20.0"
5254,1682,76,683376.05,"5.167,  79.56","8.8,   20.0"
5261,1685,76,801486.42,"0.807,  15.59","20.0,   20.0"
5295,1819,76,1160441.05,"6.817, 116.27","20.0,   20.0"
5329,767,76,569359.19,"3.696,  74.47","5.0,   20.0"
5339,722,76,1338855.46,"1.311,  32.50","20.0,   20.0"
5342,964,76,1041348.06,"1.915,  27.74","20.0,   20.0"
5357,357,76,841709.2,"3.707,  61.83","9.7,    5.0"
5434,1442,76,762487.54,"3.609,  65.78","20.0,   20.0"
5440,2319,76,590350.65,"1.012,  15.30","20.0,   20.0"
5470,448,76,1098862.62,"3.648,  56.38","20.0,   20.0"
5478,1105,76,599816.93,"2.808,  38.75","11.8,   20.0"
5484,901,76,1235977.1,"1.338,  23.44","20.0,   20.0"
5506,2319,76,771204.74,"1.000,  15.63","20.0,   20.0"
5553,1769,76,897216.92,"2.011,  39.01","20.0,   20.0"
5556,2319,76,787012.1,"1.030,  21.76","20.0,    5.0"
5576,1777,76,593415.04,"2.292,  54.82","8.6,   20.0"
5593,2687,76,813095.79,"2.050,  29.15","20.0,   20.0"
5597,1442,76,787774.02,"3.716,  63.96","20.0,   20.0"
5606,3700,76,992702.51,"1.248,  22.18","20.0,   20.0"
5614,1442,76,715079.18,"3.803,  64.83","20.0,   20.0"
5647,2319,76,842789.51,"0.951,  21.76","20.0,   20.0"
5697,1300,76,945221.79,"4.009,  64.44","19.8,   20.0"
5706,1799,76,1043327.61,"6.944, 116.89","20.0,   20.0"
5725,1309,76,599912.1,"4.518,  70.31","5.2,   20.0"
5727,1342,76,790643.83,"2.352,  32.25","14.2,   20.0"
5746,767,76,1055114.37,"3.697,  72.77","20.0,   20.0"
5761,1816,76,760632.94,"4.545,  84.84","14.2,   20.0"
5770,2319,76,931036.52,"0.874,  20.45","20.0,   20.0"
5773,1819,76,961934.78,"6.676, 115.87","20.0,   20.0"
5797,2319,76,869115.73,"1.126,  22.08","20.0,   20.0"
5808,1828,76,840702.81,"1.840,  33.86","20.0,   20.0"
5810,1442,76,818906.21,"3.558,  63.03","20.0,   20.0"
5843,1837,76,538606.07,"5.326, 122.26","9.7,   20.0"
5907,2287,76,762732.27,"6.652, 104.20","20.0,   20.0"
5926,390,76,1087599.26,"3.211,  77.91","20.0,   20.0"
5957,1869,76,832073.88,"4.548,  69.20","20.0,   20.0"
5990,1882,76,781747.77,"2.016,  40.88","20.0,   20.0"
5997,761,76,1002096.73,"1.843,  26.92","20.0,   20.0"
6004,1828,76,828699.04,"1.810,  33.92","20.0,   20.0"
6015,1076,76,900761.92,"4.227, 104.67","20.0,   20.0"
6028,901,76,659269.65,"1.338,  25.76","20.0,   20.0"
6036,2319,76,944167.16,"0.909,  21.72","20.0,   20.0"
6050,901,76,554327.58,"1.329,  26.23","20.0,   20.0"
6056,1900,76,692977.52,"4.044,  77.36","18.1,   20.0"
6059,357,76,698649.04,"3.875,  61.43","20.0,   20.0"
6078,3700,76,742760.03,"1.357,  20.78","19.3,   14.9"
6082,1910,76,847732.9,"1.082,  38.28","20.0,   20.0"
6084,1911,76,518816.27,"2.876,  53.11","9.0,   20.0"
6093,1442,76,1578877.25,"3.662,  63.73","20.0,   20.0"
6119,1925,76,829284.66,"1.586,  42.58","20.0,   20.0"
6158,767,76,799556.55,"3.738,  75.94","20.0,   20.0"
6199,1401,76,891221.37,"0.823, 12.551","20.0,   20.0"
6217,1270,76,964513.08,"4.553,  75.67","20.0,   20.0"
6253,448,76,671808.86,"3.891,  56.14","13.1,    5.0"
6280,1975,76,777538.34,"5.331, 128.94","20.0,   20.0"
6295,901,76,595128.02,"1.161,  24.17","10.1,   20.0"
6314,1986,76,533987.06,"4.414,  90.09","9.3,   20.0"
6322,901,76,802384.08,"1.283,  24.75","20.0,   20.0"
6335,2319,76,686937.55,"0.814,  19.34","13.3,   20.0"
6344,901,76,738028.12,"1.375,  26.11","20.0,   20.0"
6345,1994,76,733489.74,"1.649,  23.46","20.0,   20.0"
6361,964,76,678666.17,"2.136,  26.96","20.0,   20.0"
6408,2681,76,898239.47,"3.377,  71.07","20.0,   20.0"
6414,2681,76,873095.84,"3.426,  71.06","20.0,   20.0"
6415,595,76,804313.48,"1.592,  25.29","20.0,   20.0"
6423,2014,76,568461.38,"1.199,  15.86","20.0,   20.0"
6424,2578,76,716556.8,"1.524,  32.70","20.0,   20.0"
6426,1076,76,684803.96,"4.250, 104.95","20.0,   20.0"
6427,901,76,789388.54,"1.295,  26.28","20.0,   20.0"
6443,1027,76,667730.14,"3.836,  67.04","20.0,   20.0"
6450,620,76,404421.9,"3.200,  54.54","5.0,   20.0"
6463,390,76,820358.77,"3.371,  78.28","20.0,   20.0"
6470,1442,76,802399.26,"3.541,  62.85","20.0,   20.0"
6483,2034,76,822476.04,"4.091,  71.27","20.0,   20.0"
6484,1442,76,738672.94,"3.644,  65.10","20.0,   20.0"
6489,901,76,878461.8,"1.240,  24.04","20.0,   20.0"
6507,1105,76,871198.61,"2.765,  39.05","20.0,   20.0"
6508,2040,76,434382.4,"1.986, 12.135","8.4,   20.0"
6525,1442,76,408646.47,"3.576,  64.14","5.0,    7.4"
6528,448,76,1079013.57,"3.700,  56.53","20.0,   20.0"
6560,2319,76,772145.57,"0.981,  21.58","20.0,   20.0"
6563,767,76,452033.84,"3.353,  73.65","5.0,   20.0"
6567,1342,76,735525.25,"1.968,  32.87","20.0,   20.0"
6593,2319,76,714959.44,"1.022,  16.36","20.0,   20.0"
6602,2081,76,662400.8,"5.497, 112.58","20.0,    5.3"
6608,2084,76,642022.44,"1.505,  30.47","19.6,   20.0"
6610,2085,76,476280.33,"4.857,  86.13","10.1,   20.0"
6611,580,76,642683.13,"3.755,  82.95","20.0,    5.0"
6634,2094,76,754052.58,"2.343,  36.73","20.0,   20.0"
6668,1994,76,732799.96,"1.680,  23.80","20.0,   20.0"
6678,2319,76,743060.95,"0.975,  15.89","20.0,    5.0"
6692,1270,76,875130.28,"4.601,  75.73","20.0,   20.0"
6699,722,76,813168.06,"1.260,  32.91","20.0,   20.0"
6717,2123,76,362602.37,"3.344,  53.38","5.5,   16.4"
6771,2319,76,811834.55,"1.030,  17.53","20.0,   20.0"
6781,1342,76,876412.98,"2.095,  32.92","20.0,   20.0"
6801,767,76,734933.29,"3.751,  75.00","20.0,   20.0"
6806,2924,76,679336.99,"2.223,  42.83","20.0,   20.0"
6807,1442,76,650174.15,"3.462,  65.64","20.0,   20.0"
6814,901,76,625011.1,"1.245,  25.46","20.0,   20.0"
6837,2164,76,830423.91,"3.644,  67.28","20.0,   20.0"
6887,2319,76,650803.36,"0.926,  20.65","20.0,   20.0"
6901,2186,76,688725.03,"2.459,  47.25","20.0,   20.0"
6902,767,76,836211.83,"3.493,  74.66","20.0,   20.0"
6906,906,76,886914.87,"2.302,  34.89","20.0,   20.0"
6928,2193,76,711118.04,"1.593,  16.06","20.0,   20.0"
6993,901,76,793753.19,"1.243,  28.72","20.0,   20.0"
7007,2319,76,788220.42,"0.939,  16.56","20.0,   20.0"
7009,767,76,585874.2,"3.961,  74.80","20.0,   20.0"
7020,1442,76,782183.76,"3.756,  64.58","20.0,   20.0"
7073,1869,76,695503.25,"4.501,  69.21","20.0,   20.0"
7078,2251,76,674059.3,"1.294,  38.34","20.0,   20.0"
7112,1442,76,353527.13,"3.665,  65.60","5.0,   20.0"
7159,2014,76,579991.67,"1.165,  16.12","20.0,   20.0"
7202,580,76,691344.89,"3.782,  83.58","5.0,    5.0"
7213,448,76,566714.33,"3.734,  56.62","6.4,   20.0"
7216,1442,76,978490.16,"3.554,  63.75","20.0,   20.0"
7221,1900,76,709828.83,"4.049,  76.54","20.0,   20.0"
7228,2319,76,434439.79,"0.884,  19.96","15.5,    5.0"
7267,2287,76,565158.01,"6.714, 105.59","20.0,   20.0"
7283,1442,76,669641.85,"3.432,  66.22","20.0,   20.0"
7292,2297,76,500757.8,"1.193, 12.406","16.2,   20.0"
7351,2319,76,694304.14,"1.083,  20.27","20.0,   20.0"
7362,1769,76,721653.16,"1.948,  39.00","20.0,   20.0"
7368,2324,76,478517.22,"2.503,  44.19","20.0,   20.0"
7413,2319,76,579189.42,"0.902,  20.19","20.0,   20.0"
7423,2345,76,690660.96,"4.107,  65.82","20.0,   20.0"
7427,357,76,790779.01,"3.751,  62.33","20.0,   20.0"
7437,894,76,339822.76,"1.828,  18.53","7.3,   20.0"
7447,2319,76,574738.18,"1.008,  21.70","15.5,   20.0"
7505,901,76,2245360.92,"1.222,  30.34","20.0,   20.0"
7526,448,76,811712.22,"3.770,  56.75","19.1,   20.0"
7530,2381,76,284116.18,"4.528,  57.44","5.4,    5.0"
7568,2578,76,718405.42,"1.531,  33.35","20.0,   20.0"
7575,2398,76,592847.26,"1.842,  38.37","20.0,   20.0"
7596,3700,76,743136.59,"1.292,  22.36","20.0,   20.0"
7610,2409,76,737521.46,"2.189,  28.44","20.0,   20.0"
7667,1777,76,437136.8,"2.331,  54.56","12.4,   20.0"
7672,2319,76,638100.33,"1.000,  16.91","20.0,   20.0"
7678,390,76,399938.42,"3.408,  77.62","20.0,   20.0"
7711,390,76,597904.24,"3.424,  77.53","20.0,   20.0"
7718,1342,76,645970.88,"1.925,  32.30","20.0,   20.0"
7719,2014,76,576960.12,"1.184,  16.83","20.0,   20.0"
7732,2319,76,545810.35,"0.824,  18.55","18.6,   20.0"
7740,2319,76,828347.45,"0.988, 14.635","20.0,   20.0"
7759,901,76,875641.44,"1.337,  28.53","20.0,   20.0"
7760,1819,76,611146.64,"6.755, 115.76","20.0,   20.0"
7791,15,76,583846.26,"1.396,  30.67","20.0,   20.0"
7808,901,76,648728.49,"1.160,  25.21","20.0,   20.0"
7820,2014,76,551833.84,"1.230,  15.29","20.0,   20.0"
7825,767,76,685154.87,"3.611,  74.18","20.0,   20.0"
7829,2481,76,570136.49,"1.160,  40.65","20.0,   20.0"
7831,1027,76,725092.08,"3.928,  67.23","20.0,   20.0"
7832,2482,76,620693.96,"3.046,  64.22","20.0,   20.0"
7840,2681,76,722785.66,"3.300,  71.03","20.0,    5.0"
7845,2484,76,573789.26,"3.499,  60.56","20.0,   20.0"
7857,448,76,232366.33,"3.789,  55.54","5.0,    5.0"
7864,2492,76,628966.03,"0.818, 10.581","20.0,   20.0"
7878,1257,76,556518.69,"2.184,  46.65","20.0,   20.0"
7880,1685,76,1048905.78,"0.877,  15.51","20.0,   20.0"
7885,1442,76,619059.36,"3.584,  66.19","20.0,   20.0"
7902,901,76,611379.3,"1.273,  24.05","20.0,   20.0"
7903,2510,76,395926.15,"4.376,  74.13","12.1,   20.0"
7927,901,76,801687.11,"1.184,  24.00","20.0,   20.0"
7928,1051,76,388133.3,"4.708,  85.56","8.0,    5.0"
7945,1033,76,758903.72,"3.860,  72.35","20.0,   20.0"
